,employer,title,salary,submitDate,startDate,caseStatus,city,state
3917,PYRAMID TECHNOLOGY SOLUTIONS INC,DATA SCIENTIST,57554,2018-03-21,2018-09-03,CERTIFIED,INDIANAPOLIS,IN
3918,FIRST TECHNOLOGIES LLC,DATA SCIENTIST,57928,2018-03-20,2018-09-18,CERTIFIED,COMSTOCK PARK,MI
3919,WAYFAIR LLC,DATA SCIENTIST,58219,2018-03-15,2018-09-13,CERTIFIED,BOSTON,MA
3920,WAYFAIR LLC,DATA SCIENTIST,58219,2018-03-14,2018-08-29,CERTIFIED,BOSTON,MA
3921,GLAXOSMITHKLINE LLC,DATA SCIENTIST,58450,2018-09-25,2018-10-16,CERTIFIED,COLLEGEVILLE,PA
3922,CUMMINS INC,DATA SCIENTIST,58864,2018-03-05,2018-08-22,CERTIFIED,COLUMBUS,IN
3923,CUMMINS INC,DATA SCIENTIST,59675,2018-03-12,2018-09-10,CERTIFIED,COLUMBUS,IN
3924,DATA ONE GLOBAL LLC,DATA SCIENTIST,60000,2018-12-05,2018-12-06,CERTIFIED,FRISCO,TX
3925,DATA ONE GLOBAL LLC,DATA SCIENTIST,60000,2018-10-17,2018-10-17,CERTIFIED,FRISCO,TX
3926,CASH REGISTER SERVICES INC,DATA SCIENTIST,60000,2018-03-12,2018-09-11,CERTIFIED,LUBBOCK,TX
3927,WOUND HEALING SOLUTIONS PENNSYLVANIA AND DELAWARE LLC,DATA SCIENTIST,60000,2018-03-08,2018-09-07,CERTIFIED,BARRINGTON,NJ
3928,AMNE INC,DATA SCIENTIST,60000,2018-03-10,2018-09-01,CERTIFIED,AUSTIN,TX
3929,AMNE INC,DATA SCIENTIST,60000,2018-03-10,2018-09-01,CERTIFIED,AUSTIN,TX
3930,ITLIZE GLOBAL LLC,DATA SCIENTIST,60000,2018-03-21,2018-08-15,CERTIFIED,TRENTON,NJ
3931,VULCAN MANAGEMENT INC,DATA SCIENTIST,60000,2018-03-23,2018-09-19,CERTIFIED,BIRMINGHAM,AL
3932,METAHORIZON INC,DATA SCIENTIST,60000,2018-02-12,2018-08-01,CERTIFIED,COLUMBUS,IN
3933,INTL FCSTONE INC,DATA SCIENTIST,60000,2018-03-16,2018-09-14,CERTIFIED,NEW YORK,NY
3934,WEST CORPORATION,DATA SCIENTIST,60000,2018-03-26,2018-08-26,WITHDRAWN,OMAHA,NE
3935,AYZENBERG GROUP INC,DATA SCIENTIST,60000,2018-02-26,2018-08-22,CERTIFIED,PASADENA,CA
3936,UBER TECHNOLOGIES INC,DATA SCIENTIST,60029,2018-01-02,2018-06-01,CERTIFIED,PITTSBURGH,PA
3937,XPO LOGISTICS SUPPLY CHAIN CORPORATE SERVICES INC,DATA SCIENTIST,60133,2018-03-16,2018-09-14,WITHDRAWN,HIGH POINT,NC
3938,XPO LOGISTICS SUPPLY CHAIN CORPORATE SERVICES INC,DATA SCIENTIST,60133,2018-03-21,2018-09-14,CERTIFIED,HIGH POINT,NC
3939,XPO LOGISTICS SUPPLY CHAIN CORPORATE SERVICES INC,DATA SCIENTIST,60133,2018-03-20,2018-09-14,WITHDRAWN,HIGH POINT,NC
3940,VERTEX COMPUTER SYSTEMS INC,DATA SCIENTIST,60500,2018-03-19,2018-09-18,CERTIFIED,CINCINNATI,OH
3941,NEBRASKA BOOK COMPANY INC,DATA SCIENTIST,60923,2018-02-26,2018-08-26,CERTIFIED,LINCOLN,NE
3942,NEBRASKA BOOK COMPANY INC,DATA SCIENTIST,60923,2018-02-26,2018-08-26,CERTIFIED,LINCOLN,NE
3943,PURDUE UNIVERSITY,DATA SCIENTIST,61000,2018-01-31,2018-07-01,WITHDRAWN,WEST LAFAYETTE,IN
3944,PURDUE UNIVERSITY,DATA SCIENTIST,61263,2018-02-09,2018-07-01,CERTIFIED,WEST LAFAYETTE,IN
3945,WEST CORPORATION,DATA SCIENTIST,61651,2018-02-26,2018-08-26,CERTIFIED,OMAHA,NE
3946,CALLIDUS SOFTWARE INC,DATA SCIENTIST,61797,2018-03-07,2018-08-26,CERTIFIED,DUBLIN,CA
3947,IMAGINE LEARNING INC,DATA SCIENTIST,61800,2018-03-08,2018-03-08,CERTIFIED,PROVO,UT
3948,IMAGINE LEARNING INC,DATA SCIENTIST,61800,2018-03-09,2018-09-08,CERTIFIED,PROVO,UT
3949,INNOVIZANT LLC,DATA SCIENTIST,61838,2018-03-24,2018-09-23,CERTIFIED,MADISON,WI
3950,INNOVIZANT LLC,DATA SCIENTIST,61838,2018-03-24,2018-09-23,CERTIFIED,MADISON,WI
3951,INNOVIZANT LLC,DATA SCIENTIST,61838,2018-03-24,2018-09-23,CERTIFIED,MADISON,WI
3952,HUMANA INC,DATA SCIENTIST,61984,2018-08-15,2018-08-23,CERTIFIED,LOUISVILLE,KY
3953,LOVEN SYSTEMS,DATA SCIENTIST,62000,2018-03-21,2018-09-01,CERTIFIED,NORTHVILLE,MI
3954,LOVEN SYSTEMS,DATA SCIENTIST,62000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
3955,RELIABLE SOFTWARE RESOURCES INC,DATA SCIENTIST,62000,2018-03-13,2018-09-01,CERTIFIED,NORTHVILLE,MI
3956,LOVEN SYSTEMS,DATA SCIENTIST,62000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
3957,TRUECAR INC,DATA SCIENTIST,62213,2018-03-13,2018-09-04,CERTIFIED,SANTA MONICA,CA
3958,RULE 14 LLC,DATA SCIENTIST,62213,2018-02-23,2018-08-22,CERTIFIED,SANTA MONICA,CA
3959,BG STAFFING LLC,DATA SCIENTIST,62400,2018-03-01,2018-08-31,CERTIFIED,NASHVILLE,TN
3960,GOOD RESEARCH LLC,DATA SCIENTIST,62500,2018-03-15,2018-09-01,CERTIFIED,EL CERRITO,CA
3961,VISA USA INC,DATA SCIENTIST,62587,2018-02-13,2018-07-31,CERTIFIED,MENTOR,OH
3962,VISA USA INC,DATA SCIENTIST,62587,2018-02-22,2018-08-16,CERTIFIED,MENTOR,OH
3963,GROUPCONNECT LLC,DATA SCIENTIST,63000,2018-02-27,2018-08-21,CERTIFIED,CHICAGO,IL
3964,DRIVEN BRANDS SHARED SERVICES LLC,DATA SCIENTIST,63024,2018-03-12,2018-09-11,CERTIFIED,BENICIA,CA
3965,R SMITH INTERNATIONAL LLC,DATA SCIENTIST,63066,2018-03-07,2018-08-29,CERTIFIED,BOCA RATON,FL
3966,BUDDYHOPP INC,DATA SCIENTIST,63500,2018-03-20,2018-09-14,CERTIFIED,SANTA MONICA,CA
3967,BUDDYHOPP INC,DATA SCIENTIST,63500,2018-03-20,2018-09-14,CERTIFIED,SANTA MONICA,CA
3968,BRAY INTERNATIONAL INC,DATA SCIENTIST,63523,2018-03-07,2018-09-06,CERTIFIED,HOUSTON,TX
3969,QUICKEN LOANS INC,DATA SCIENTIST,63731,2018-02-12,2018-08-14,WITHDRAWN,DETROIT,MI
3970,UBER TECHNOLOGIES INC,DATA SCIENTIST,64168,2018-01-02,2018-06-01,CERTIFIED,PITTSBURGH,PA
3971,INTEL CORPORATION,DATA SCIENTIST,64355,2018-03-23,2018-09-21,CERTIFIED,HILLSBORO,OR
3972,SYSTEMATRIX SOLUTIONS INC,DATA SCIENTIST,64626,2018-02-28,2018-08-26,CERTIFIED,ATLANTA,GA
3973,ARROSOFT SOLUTIONS LLC,DATA SCIENTIST,64626,2018-03-14,2018-09-13,CERTIFIED,ISELIN,NJ
3974,SYSTEMATRIX SOLUTIONS INC,DATA SCIENTIST,64626,2018-02-28,2018-08-26,CERTIFIED,ATLANTA,GA
3975,ITLIZE GLOBAL LLC,DATA SCIENTIST,64650,2018-03-14,2018-08-15,CERTIFIED,JOHNSTON,IA
3976,DE LAGE LANDEN FINANCIAL SERVICES INC,DATA SCIENTIST,64813,2018-03-16,2018-09-13,CERTIFIED,WAYNE,PA
3977,ENODO SCORE INC,DATA SCIENTIST,65000,2018-02-22,2018-08-23,DENIED,CHICAGO,IL
3978,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-15,2018-09-14,CERTIFIED,LEXINGTON,SC
3979,PROGNOS INC,DATA SCIENTIST,65000,2018-03-20,2018-09-12,CERTIFIED,FRISCO,TX
3980,BARCLAYS BANK PLC,DATA SCIENTIST,65000,2018-03-14,2018-09-10,CERTIFIED,NEW YORK,NY
3981,EVERQUOTE INC,DATA SCIENTIST,65000,2018-08-15,2018-09-06,CERTIFIED,CAMBRIDGE,MA
3982,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-17,2018-09-14,CERTIFIED,LEXINGTON,SC
3983,SANY AMERICA INC,DATA SCIENTIST,65000,2018-03-13,2018-09-01,CERTIFIED,PEACHTREE CITY,GA
3984,CINTRA US SERVICES LLC,DATA SCIENTIST,65000,2018-02-06,2018-08-08,CERTIFIED,AUSTIN,TX
3985,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-16,2018-09-14,CERTIFIED,LEXINGTON,SC
3986,LANTERN PHARMA INC,DATA SCIENTIST,65000,2018-03-08,2018-09-05,CERTIFIED,DALLAS,TX
3987,EPIWORKS INC,DATA SCIENTIST,65000,2018-03-09,2018-09-07,CERTIFIED,CHAMPAIGN,IL
3988,ENODO SCORE INC,DATA SCIENTIST,65000,2018-02-27,2018-08-28,CERTIFIED,CHICAGO,IL
3989,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-16,2018-09-14,CERTIFIED,LEXINGTON,SC
3990,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-15,2018-09-14,CERTIFIED,LEXINGTON,SC
3991,NTE MOBILITY PARTNERS LLC,DATA SCIENTIST,65000,2018-02-06,2018-08-08,CERTIFIED,DALLAS,TX
3992,SWELLSHARK LLC,DATA SCIENTIST,65000,2018-02-08,2018-08-07,CERTIFIED,NEW YORK,NY
3993,UT SOUTHWESTERN MEDICAL CENTER,DATA SCIENTIST,65000,2018-08-27,2018-09-10,CERTIFIED,DALLAS,TX
3994,THE JEANNOT FAMILY LLC,DATA SCIENTIST,65000,2018-03-09,2018-09-05,CERTIFIED,SUWANEE,GA
3995,ZETTAPRIME INC,DATA SCIENTIST,65000,2018-03-15,2018-09-14,CERTIFIED,LEXINGTON,SC
3996,VITREOSHEALTH INC,DATA SCIENTIST,65000,2018-02-05,2018-08-02,CERTIFIED,PLANO,TX
3997,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,65229,2018-03-01,2018-08-16,CERTIFIED,CHICAGO,IL
3998,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,65229,2018-03-14,2018-09-11,CERTIFIED,CHICAGO,IL
3999,SMS ASSIST LLC,DATA SCIENTIST,65229,2018-02-21,2018-08-17,CERTIFIED,CHICAGO,IL
4000,XL TECHNOLOGIES INC,DATA SCIENTIST,66000,2018-05-19,2018-05-25,CERTIFIED,WOODRIDGE,IL
4001,WEST CORPORATION,DATA SCIENTIST,66394,2018-03-27,2018-08-26,CERTIFIED,OMAHA,NE
4002,VALASSIS COMMUNICATIONS INC,DATA SCIENTIST,66700,2018-11-15,2018-11-16,CERTIFIED,SAN ANTONIO,TX
4003,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,DATA SCIENTIST,67000,2018-10-22,2019-03-17,CERTIFIED,CAMBRIDGE,MA
4004,STACKFOLIO INC,DATA SCIENTIST,67000,2018-03-20,2018-09-19,DENIED,ATLANTA,GA
4005,WHITEGATE DIGITAL MARKETING AND ANALYTICS LLC,DATA SCIENTIST,67000,2018-03-07,2018-09-01,CERTIFIED,ELLICOTT CITY,MD
4006,LOVEN SYSTEMS,DATA SCIENTIST,67000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
4007,STACKFOLIO INC,DATA SCIENTIST,67000,2018-03-28,2018-09-27,CERTIFIED,ATLANTA,GA
4008,MAXIMA CONSULTING INC,DATA SCIENTIST,67000,2018-03-07,2018-09-05,CERTIFIED,HIGHLANDS RANCH,CO
4009,WESTLAKE SERVICES LLC,DATA SCIENTIST,67000,2018-03-12,2018-09-08,CERTIFIED,LOS ANGELES,CA
4010,WHITEGATE DIGITAL MARKETING AND ANALYTICS LLC,DATA SCIENTIST,67000,2018-03-07,2018-09-01,CERTIFIED,ELLICOTT CITY,MD
4011,CALM ENERGY INC,DATA SCIENTIST,67000,2018-03-21,2018-09-16,CERTIFIED,LYNBROOK,NY
4012,RELIABLE SOFTWARE RESOURCES INC,DATA SCIENTIST,68000,2018-03-13,2018-09-01,CERTIFIED,NORTHVILLE,MI
4013,LOVEN SYSTEMS,DATA SCIENTIST,68000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
4014,DE LAGE LANDEN FINANCIAL SERVICES INC,DATA SCIENTIST,68037,2018-03-19,2018-09-13,CERTIFIED,WAYNE,PA
4015,UBER TECHNOLOGIES INC,DATA SCIENTIST,68307,2018-10-19,2018-10-23,CERTIFIED,SANTA MONICA,CA
4016,WELL DATA LABS INC,DATA SCIENTIST,68411,2018-09-17,2019-01-15,CERTIFIED,DENVER,CO
4017,FORD MOTOR COMPANY,DATA SCIENTIST,69000,2018-03-02,2018-03-26,CERTIFIED,DEARBORN,MI
4018,RENI ANALYTICS INC,DATA SCIENTIST,69000,2018-03-19,2018-09-10,CERTIFIED,ALLEN,TX
4019,FORD MOTOR COMPANY,DATA SCIENTIST,69000,2018-04-05,2018-04-16,CERTIFIED,DEARBORN,MI
4020,FORD MOTOR COMPANY,DATA SCIENTIST,69000,2018-01-24,2018-03-05,CERTIFIED,DEARBORN,MI
4021,BUNKER HILL INSURANCE COMPANY,DATA SCIENTIST,69243,2018-03-12,2018-09-07,CERTIFIED,BOSTON,MA
4022,IBM CORPORATION,DATA SCIENTIST,69243,2018-02-22,2018-08-24,CERTIFIED,CAMBRIDGE,MA
4023,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,69243,2018-03-17,2018-09-10,CERTIFIED,BOSTON,MA
4024,BUNKER HILL INSURANCE COMPANY,DATA SCIENTIST,69243,2018-03-12,2018-08-30,CERTIFIED,BOSTON,MA
4025,INTEL CORPORATION,DATA SCIENTIST,69472,2018-12-07,2018-12-13,CERTIFIED,FOLSOM,CA
4026,ROCKET TRAVEL INC,DATA SCIENTIST,69701,2018-03-02,2018-08-28,CERTIFIED,BROOKLYN,NY
4027,EDGE RESEARCH,DATA SCIENTIST,69867,2018-03-20,2018-09-17,CERTIFIED,ARLINGTON,VA
4028,EGENCIA LLC,DATA SCIENTIST,69992,2018-02-23,2018-08-18,CERTIFIED,CHICAGO,IL
4029,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-02-22,2018-08-18,CERTIFIED,CHICAGO,IL
4030,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-02-22,2018-08-18,CERTIFIED,CHICAGO,IL
4031,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-03-08,2018-09-06,CERTIFIED,CHICAGO,IL
4032,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-02-22,2018-08-18,CERTIFIED,CHICAGO,IL
4033,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-02-22,2018-08-18,CERTIFIED,CHICAGO,IL
4034,CCC INFORMATION SERVICES INC,DATA SCIENTIST,69992,2018-02-22,2018-08-18,CERTIFIED,CHICAGO,IL
4035,FORD MOTOR COMPANY,DATA SCIENTIST,70000,2018-12-04,2019-01-07,CERTIFIED,DEARBORN,MI
4036,FORD MOTOR COMPANY,DATA SCIENTIST,70000,2018-10-19,2018-10-29,CERTIFIED,DEARBORN,MI
4037,EPIWORKS INC,DATA SCIENTIST,70000,2018-10-23,2019-02-16,WITHDRAWN,CHAMPAIGN,IL
4038,BUSINESS IMAGING SYSTEMS INC,DATA SCIENTIST,70000,2018-03-12,2018-09-04,CERTIFIED,EDMOND,OK
4039,FIRST DERIVATIVES US INC,DATA SCIENTIST,70000,2018-04-17,2018-04-20,CERTIFIED,NEW YORK,NY
4040,GROOVE HEALTH INC,DATA SCIENTIST,70000,2018-03-16,2018-09-14,WITHDRAWN,CHICAGO,IL
4041,INTL FCSTONE INC,DATA SCIENTIST,70000,2018-03-15,2018-09-13,CERTIFIED,CHICAGO,IL
4042,PUBLISHERS CLEARING HOUSE LLC,DATA SCIENTIST,70000,2018-03-12,2018-09-08,CERTIFIED,JERICHO,NY
4043,ELUTIONS INC,DATA SCIENTIST,70000,2018-03-17,2018-09-15,CERTIFIED,DELAFIELD,WI
4044,THE HERTZ CORPORATION,DATA SCIENTIST,70000,2018-03-13,2018-09-08,CERTIFIED,ESTERO,FL
4045,MAESTRO TECHNOLOGIESINC,DATA SCIENTIST,70000,2018-03-20,2018-09-15,CERTIFIED,TRENTON,NJ
4046,MAXIMA CONSULTING INC,DATA SCIENTIST,70000,2018-03-07,2018-09-05,CERTIFIED,QUINCY,MA
4047,ELUTIONS INC,DATA SCIENTIST,70000,2018-03-11,2018-09-09,WITHDRAWN,DELAFIELD,WI
4048,RELIABLE SOFTWARE RESOURCES INC,DATA SCIENTIST,70000,2018-02-22,2018-03-01,CERTIFIED,NORTHVILLE,MI
4049,LOVEN SYSTEMS,DATA SCIENTIST,70000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
4050,MASHWORK INC,DATA SCIENTIST,70000,2018-03-09,2018-09-08,CERTIFIED,NEW YORK,NY
4051,GROOVE HEALTH INC,DATA SCIENTIST,70000,2018-03-20,2018-09-14,CERTIFIED,CHICAGO,IL
4052,LOVEN SYSTEMS,DATA SCIENTIST,70000,2018-03-19,2018-09-01,CERTIFIED,NORTHVILLE,MI
4053,MAXIMA CONSULTING INC,DATA SCIENTIST,70000,2018-03-07,2018-09-05,CERTIFIED,QUINCY,MA
4054,CKM ADVISORS LLC,DATA SCIENTIST,70000,2018-03-15,2018-09-14,CERTIFIED,NEW YORK,NY
4055,CREIGHTON UNIVERSITY,DATA SCIENTIST,70000,2018-08-09,2018-08-20,CERTIFIED,OMAHA,NE
4056,CREDIT2B LLC,DATA SCIENTIST,70000,2018-02-19,2018-08-15,CERTIFIED,SOUTH PLAINFIELD,NJ
4057,RIFINITI INC,DATA SCIENTIST,70000,2018-03-16,2018-09-15,CERTIFIED,BOSTON,MA
4058,MAXIMA CONSULTING INC,DATA SCIENTIST,70000,2018-03-07,2018-09-05,CERTIFIED,QUINCY,MA
4059,MAXIMA CONSULTING INC,DATA SCIENTIST,70000,2018-03-07,2018-09-05,CERTIFIED,QUINCY,MA
4060,ALAMERE SOFTWARE INC,DATA SCIENTIST,70000,2018-03-15,2018-09-11,CERTIFIED,BELLEVUE,WA
4061,NGA GROUP INC,DATA SCIENTIST,70000,2018-08-29,2018-08-29,CERTIFIED,PHOENIX,AZ
4062,ALORICA INC,DATA SCIENTIST,70000,2018-06-21,2018-06-21,CERTIFIED,SUNNYVALE,CA
4063,CONSUMER ORBIT LLC,DATA SCIENTIST,70000,2018-03-16,2018-09-01,CERTIFIED,KANSAS CITY,MO
4064,GROOVE HEALTH INC,DATA SCIENTIST,70000,2018-03-16,2018-09-14,CERTIFIED,CHICAGO,IL
4065,AVANT-GARDE HEALTH INC,DATA SCIENTIST,70000,2018-03-01,2018-08-30,CERTIFIED,ALLSTON,MA
4066,CAIDAN MANAGEMENT COMPANY LLC,DATA SCIENTIST,70000,2018-03-08,2018-03-19,CERTIFIED,DETROIT,MI
4067,FORD MOTOR COMPANY,DATA SCIENTIST,70200,2018-06-20,2018-07-23,CERTIFIED,DEARBORN,MI
4068,IBM CORPORATION,DATA SCIENTIST,70346,2018-03-15,2018-08-04,WITHDRAWN,ANN ARBOR,MI
4069,INFOSHARE SYSTEMS INC,DATA SCIENTIST,70678,2018-03-20,2018-09-03,CERTIFIED,MISSION VIEJO,CA
4070,INFOSHARE SYSTEMS INC,DATA SCIENTIST,70678,2018-03-20,2018-09-03,CERTIFIED,MISSION VIEJO,CA
4071,INFOSHARE SYSTEMS INC,DATA SCIENTIST,70678,2018-03-20,2018-09-03,CERTIFIED,MISSION VIEJO,CA
4072,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA SCIENTIST,70750,2018-03-05,2018-09-01,CERTIFIED,ALTANTA,GA
4073,LIFE TECHNOLOGIES CORPORATION,DATA SCIENTIST,70928,2018-03-06,2018-09-05,CERTIFIED,CARLSBAD,CA
4074,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,DATA SCIENTIST,70990,2018-04-04,2018-05-12,CERTIFIED,JACKSON,MS
4075,ELUTIONS INC,DATA SCIENTIST,71000,2018-03-15,2018-09-14,CERTIFIED,DELAFIELD,WI
4076,HOMES MEDIA SOLUTIONS LLC,DATA SCIENTIST,71074,2018-02-26,2018-08-27,CERTIFIED,NORFOLK,VA
4077,HARLAND CLARKE CORPORATION,DATA SCIENTIST,71099,2018-02-16,2018-08-17,CERTIFIED,SAN ANTONIO,TX
4078,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,71365,2018-02-12,2018-08-04,CERTIFIED,OLDSMAR,FL
4079,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA SCIENTIST,71578,2018-03-05,2018-08-28,CERTIFIED,ATLANTA,GA
4080,IBM CORPORATION,DATA SCIENTIST,72000,2018-03-15,2018-08-04,WITHDRAWN,ANN ARBOR,MI
4081,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-18,2018-07-20,WITHDRAWN,ANN ARBOR,MI
4082,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-25,2018-07-27,WITHDRAWN,ANN ARBOR,MI
4083,IBM CORPORATION,DATA SCIENTIST,72000,2018-02-02,2018-08-04,CERTIFIED,ANN ARBOR,MI
4084,CORTEX MANAGEMENT LLC,DATA SCIENTIST,72000,2018-03-05,2018-09-04,CERTIFIED,ADDISON,TX
4085,OPERA TECHNOLOGIES INC,DATA SCIENTIST,72000,2018-03-14,2018-09-13,CERTIFIED,MADISON,WI
4086,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-05,2018-07-07,CERTIFIED,ANN ARBOR,MI
4087,BRAMBLES USA INC,DATA SCIENTIST,72000,2018-03-13,2018-09-08,CERTIFIED,SANTA CLARA,CA
4088,IBM,DATA SCIENTIST,72000,2018-02-12,2018-07-10,CERTIFIED,ANN ARBOR,MI
4089,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-31,2018-08-02,CERTIFIED,ANN ARBOR,MI
4090,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-08,2018-07-10,CERTIFIED,ANN ARBOR,MI
4091,IBM CORPORATION,DATA SCIENTIST,72000,2018-03-09,2018-08-02,CERTIFIED,ANN ARBOR,MI
4092,IBM CORPORATION,DATA SCIENTIST,72000,2018-02-06,2018-07-11,CERTIFIED,ANN ARBOR,MI
4093,BRIDGETOWN CONSULTING GROUP INC,DATA SCIENTIST,72000,2018-03-13,2018-09-10,CERTIFIED,SUNNYVALE,CA
4094,IBM CORPORATION,DATA SCIENTIST,72000,2018-03-06,2018-07-07,CERTIFIED,ANN ARBOR,MI
4095,CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,DATA SCIENTIST,72000,2018-03-16,2018-09-12,CERTIFIED,CHARLOTTE,NC
4096,IBM CORPORATION,DATA SCIENTIST,72000,2018-03-15,2018-08-04,CERTIFIED,ANN ARBOR,MI
4097,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-18,2018-07-20,CERTIFIED,ANN ARBOR,MI
4098,IBM CORPORATION,DATA SCIENTIST,72000,2018-03-06,2018-07-07,CERTIFIED,ANN ARBOR,MI
4099,FOCUS OPTIMAL LLC,DATA SCIENTIST,72000,2018-03-19,2018-09-18,CERTIFIED,FRAMINGHAM,MA
4100,IBM CORPORATION,DATA SCIENTIST,72000,2018-01-05,2018-07-07,WITHDRAWN,ANN ARBOR,MI
4101,CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,DATA SCIENTIST,72000,2018-03-16,2018-09-12,CERTIFIED,CHARLOTTE,NC
4102,IBM CORPORATION,DATA SCIENTIST,72000,2018-02-02,2018-08-04,WITHDRAWN,ANN ARBOR,MI
4103,PRANETOR SOFTWARE SOLUTIONS LLC,DATA SCIENTIST,72000,2018-03-19,2018-09-17,CERTIFIED,ROCHESTER,MI
4104,DATAX LTD,DATA SCIENTIST,72100,2018-02-08,2018-08-07,CERTIFIED,LAS VEGAS,NV
4105,CALTHORPE ANALYTICS INC,DATA SCIENTIST,72450,2018-03-22,2018-09-16,CERTIFIED,BERKELEY,CA
4106,CALTHORPE ANALYTICS INC,DATA SCIENTIST,72450,2018-03-20,2018-09-16,CERTIFIED,BERKELEY,CA
4107,BAYLOR MIRACA GENETICS LABORATORIES LLC,DATA SCIENTIST,72500,2018-03-13,2018-09-12,CERTIFIED,HOUSTON,TX
4108,SOUTHWEST AIRLINES CO,DATA SCIENTIST,72600,2018-04-04,2018-04-16,CERTIFIED,DALLAS,TX
4109,FORD MOTOR COMPANY,DATA SCIENTIST,72779,2018-04-11,2018-05-07,CERTIFIED,DEARBORN,MI
4110,ONE GAS INC,DATA SCIENTIST,73070,2018-03-20,2018-09-11,CERTIFIED,TULSA,OK
4111,ONE GAS INC,DATA SCIENTIST,73070,2018-02-14,2018-08-06,CERTIFIED,TULSA,OK
4112,MATRIX ANALYTICS CORPORATION,DATA SCIENTIST,73500,2018-03-15,2018-09-09,CERTIFIED,RIDGEFIELD PARK,NJ
4113,ORACLE AMERICA INC,DATA SCIENTIST,73942,2018-02-22,2018-03-03,CERTIFIED,BROOMFIELD,CO
4114,EXPEDENT CORP,DATA SCIENTIST,74000,2018-03-15,2018-08-21,CERTIFIED,AUBURN HILLS,MI
4115,ENODO SCORE INC,DATA SCIENTIST,74000,2018-03-08,2018-09-06,CERTIFIED,CHICAGO,IL
4116,INTEL CORPORATION,DATA SCIENTIST,74277,2018-03-09,2018-09-05,CERTIFIED,CHANDLER,AZ
4117,WAVE SOLUTIONS INC,DATA SCIENTIST,74339,2018-03-22,2018-09-01,CERTIFIED,CHICAGO,IL 60654
4118,THOUGHTWAVE SOFTWARE AND SOLUTIONS INC,DATA SCIENTIST,74339,2018-03-21,2018-09-01,CERTIFIED,CHICAGO,IL
4119,IBM CORPORATION,DATA SCIENTIST,74381,2018-02-19,2018-08-21,CERTIFIED,DURHAM,NC
4120,NATIONAL FINANCIAL LLC,DATA SCIENTIST,74506,2018-03-17,2018-09-12,CERTIFIED,SMITHFIELD,RI
4121,SOUTHWEST AIRLINES CO,DATA SCIENTIST,74734,2018-10-30,2018-11-12,CERTIFIED,DALLAS,TX
4122,INTEL CORPORATION,DATA SCIENTIST,74880,2018-09-10,2019-02-07,CERTIFIED,CHANDLER,AZ
4123,UBER TECHNOLOGIES INC,DATA SCIENTIST,74880,2018-03-22,2018-06-01,CERTIFIED,SAN FRANCISCO,CA
4124,MARKETPHARM LLC,DATA SCIENTIST,75000,2018-03-02,2018-09-01,CERTIFIED,SPRING LAKE HEIGHTS,NJ
4125,DATATRINE SYSTEMS INC,DATA SCIENTIST,75000,2018-03-29,2018-09-25,DENIED,EL DORADO,AR
4126,APOLLOVERSITY INCORPORATED,DATA SCIENTIST,75000,2018-07-14,2018-08-06,DENIED,OAKLAND,CA
4127,DATATRINE SYSTEMS INC,DATA SCIENTIST,75000,2018-03-26,2018-09-25,DENIED,EL DORADO,AR
4128,3J DECISION ANALYTICS LLC,DATA SCIENTIST,75000,2018-03-20,2018-09-19,CERTIFIED,NEEDHAM,MA
4129,CIVITAS LEARNING INC,DATA SCIENTIST,75000,2018-05-14,2018-05-21,CERTIFIED,AUSTIN,TX
4130,RANG TECHNOLOGIES INC,DATA SCIENTIST,75000,2018-03-23,2018-09-02,WITHDRAWN,BELLEVUE,WA
