,employer,title,salary,submitDate,startDate,caseStatus,city,state
6257,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,SENIOR DATA SCIENTIST,140000,2018-08-08,2018-09-10,CERTIFIED,BOSTON,MA
6258,NATERA INC,SENIOR DATA SCIENTIST,140000,2018-02-26,2018-07-20,CERTIFIED,SAN CARLOS,CA
6259,GRUBHUB HOLDINGS INC,SENIOR DATA SCIENTIST,140000,2018-01-31,2018-02-19,CERTIFIED,CHICAGO,IL
6260,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,140000,2018-02-22,2018-08-18,CERTIFIED,SAN RAMON,CA
6261,SUNING COMMERCE R&D CENTER INC,SENIOR DATA SCIENTIST,140000,2018-04-06,2018-04-16,CERTIFIED,PALO ALTO,CA
6262,SANCHEZ OIL & GAS CORPORATION,SENIOR DATA SCIENTIST,140000,2018-01-16,2018-01-29,CERTIFIED,HOUSTON,TX
6263,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,140000,2018-04-11,2018-09-11,CERTIFIED,SAN RAMON,CA
6264,TREDENCE INC,SENIOR DATA SCIENTIST,140000,2018-09-20,2018-09-25,CERTIFIED,SAN JOSE,CA
6265,AT&T SERVICES INC,SENIOR DATA SCIENTIST,140085,2018-04-09,2018-09-03,CERTIFIED,PALO ALTO,CA
6266,PIVOTAL SOFTWARE INC,SENIOR DATA SCIENTIST,140400,2018-06-18,2018-12-15,CERTIFIED,SANTA MONICA,CA
6267,PIVOTAL SOFTWARE INC,SENIOR DATA SCIENTIST,140400,2018-06-25,2018-07-09,CERTIFIED,SANTA MONICA,CA
6268,OPTUM SERVICES INC,SENIOR DATA SCIENTIST,140730,2018-10-03,2019-03-28,CERTIFIED,BOSTON,MA
6269,SALESFORCECOM INC,SENIOR DATA SCIENTIST,141877,2018-02-08,2018-08-08,CERTIFIED,SAN FRANCISCO,CA
6270,PUBMATIC INC,SENIOR DATA SCIENTIST,141877,2018-01-25,2018-05-05,CERTIFIED,REDWOOD CITY,CA
6271,AJJK INC,SENIOR DATA SCIENTIST,142168,2018-03-19,2018-09-05,CERTIFIED,SAN FRANCISCO,CA
6272,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,142719,2018-09-10,2019-03-11,CERTIFIED,REDMOND,WA
6273,PIVOTAL SOFTWARE INC,SENIOR DATA SCIENTIST,143000,2018-02-07,2018-02-07,CERTIFIED,SANTA MONICA,CA
6274,NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH PA,SENIOR DATA SCIENTIST,143000,2018-07-18,2018-07-30,CERTIFIED,NEW YORK,NY
6275,PIVOTAL SOFTWARE INC,SENIOR DATA SCIENTIST,143000,2018-02-07,2018-02-08,CERTIFIED,SANTA MONICA,CA
6276,UBER TECHNOLOGIES INC,SENIOR DATA SCIENTIST,143104,2018-11-15,2019-05-16,CERTIFIED,SAN FRANCISCO,CA
6277,UBER TECHNOLOGIES INC,SENIOR DATA SCIENTIST,143104,2018-12-21,2019-05-24,CERTIFIED,SAN FRANCISCO,CA
6278,THE GAP INC,SENIOR DATA SCIENTIST,143104,2018-08-30,2018-09-10,CERTIFIED,SAN FRANCISCO,CA
6279,NETFLIX INC,SENIOR DATA SCIENTIST,143541,2018-04-17,2018-04-30,CERTIFIED,LOS ANGELES,CA
6280,QUANTIUM INC,SENIOR DATA SCIENTIST,144000,2018-08-27,2018-10-08,CERTIFIED,SAN FRANCISCO,CA
6281,BLIZZARD ENTERTAINMENT INC,SENIOR DATA SCIENTIST,144884,2018-08-30,2019-01-21,CERTIFIED,IRVINE,CA
6282,QUANTIUM INC,SENIOR DATA SCIENTIST,145000,2018-06-23,2018-07-01,CERTIFIED,SUNNYVALE,CA
6283,JPMORGAN CHASE & CO,SENIOR DATA SCIENTIST,145000,2018-03-27,2018-04-16,CERTIFIED,JACKSONVILLE,FL
6284,APP ORCHID INC,SENIOR DATA SCIENTIST,145000,2018-03-15,2018-09-12,CERTIFIED,SAN RAMON,CA
6285,APP ORCHID INC,SENIOR DATA SCIENTIST,145000,2018-03-09,2018-08-30,WITHDRAWN,SAN RAMON,CA
6286,FABFITFUN INC,SENIOR DATA SCIENTIST,145000,2018-07-12,2018-08-06,CERTIFIED,LOS ANGELES,CA
6287,QUANTIUM INC,SENIOR DATA SCIENTIST,145000,2018-06-23,2018-07-01,CERTIFIED,NEW YORK,NY
6288,IBM CORPORATION,SENIOR DATA SCIENTIST,146996,2018-06-21,2018-10-20,CERTIFIED,DURHAM,NC
6289,INSIDESALESCOM,SENIOR DATA SCIENTIST,147000,2018-08-31,2018-09-21,CERTIFIED,PROVO,UT
6290,INSIDESALESCOM,SENIOR DATA SCIENTIST,147000,2018-08-31,2018-09-21,CERTIFIED,PROVO,UT
6291,INSIDESALESCOM,SENIOR DATA SCIENTIST,147000,2018-08-31,2018-09-21,CERTIFIED,PROVO,UT
6292,SALESFORCECOM INC,SENIOR DATA SCIENTIST,147347,2018-03-12,2018-09-11,CERTIFIED,PALO ALTO,CA
6293,INTUIT INC,SENIOR DATA SCIENTIST,147347,2018-01-26,2018-02-01,CERTIFIED,MOUNTAIN VIEW,CA
6294,INTUIT INC,SENIOR DATA SCIENTIST,147347,2018-03-12,2018-09-02,CERTIFIED,MOUNTAIN VIEW,CA
6295,RALLY HEALTH INC,SENIOR DATA SCIENTIST,148400,2018-12-07,2018-12-14,CERTIFIED,SAN FRANCISCO,CA
6296,NETFLIX INC,SENIOR DATA SCIENTIST,149219,2018-10-18,2018-10-29,CERTIFIED,LOS ANGELES,CA
6297,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,149724,2018-07-16,2019-01-12,CERTIFIED,BELLEVUE,WA
6298,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,149791,2018-02-27,2018-06-03,CERTIFIED,REDMOND,WA
6299,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,149791,2018-01-29,2018-07-28,CERTIFIED,REDMOND,WA
6300,EDMUNDSCOM,SENIOR DATA SCIENTIST,150000,2018-11-21,2018-11-21,CERTIFIED,BELLEVUE,WA
6301,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,SENIOR DATA SCIENTIST,150000,2018-11-28,2018-12-31,CERTIFIED,NEW YORK,NY
6302,HIRED INC,SENIOR DATA SCIENTIST,150000,2018-10-12,2018-10-22,CERTIFIED,SAN FRANCISCO,CA
6303,AETNA RESOURCES LLC,SENIOR DATA SCIENTIST,150000,2018-10-11,2018-10-25,CERTIFIED,NEW YORK,NY
6304,AETNA RESOURCES LLC,SENIOR DATA SCIENTIST,150000,2018-10-19,2018-11-02,CERTIFIED,NEW YORK,NY
6305,COUPANG GLOBAL LLC,SENIOR DATA SCIENTIST,150000,2018-08-09,2019-01-26,CERTIFIED,MOUNTAIN VIEW,CA
6306,JETCOM INC,SENIOR DATA SCIENTIST,150000,2018-02-26,2018-08-26,CERTIFIED,HOBOKEN,NJ
6307,AMGEN INC,SENIOR DATA SCIENTIST,150000,2018-06-29,2018-07-06,CERTIFIED,THOUSAND OAKS,CA
6308,SPRING NYC INC,SENIOR DATA SCIENTIST,150000,2018-01-31,2018-02-12,CERTIFIED,NEW YORK,NY
6309,NIO USA INC,SENIOR DATA SCIENTIST,150000,2018-02-02,2018-07-31,CERTIFIED,SAN JOSE,CA
6310,BED BATH & BEYOND INC,SENIOR DATA SCIENTIST,150000,2018-08-15,2018-08-27,CERTIFIED,UNION,NJ
6311,EDMUNDSCOM,SENIOR DATA SCIENTIST,150000,2018-06-22,2018-11-16,CERTIFIED,SANTA MONICA,CA
6312,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,150650,2018-10-25,2019-04-26,CERTIFIED,BELLEVUE,WA
6313,WEALTHFRONT SERVICES INC,SENIOR DATA SCIENTIST,151000,2018-03-22,2018-09-21,CERTIFIED,REDWOOD CITY,CA
6314,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,151025,2018-10-22,2019-04-21,CERTIFIED,BELLEVUE,WA
6315,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,151169,2018-08-22,2019-02-20,CERTIFIED,CAMBRIDGE,MA
6316,JETCOM INC,SENIOR DATA SCIENTIST,152000,2018-03-12,2018-09-10,CERTIFIED,HOBOKEN,NJ
6317,LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,152526,2018-12-17,2019-01-07,CERTIFIED,SUNNYVALE,CA
6318,LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,152526,2018-08-30,2018-09-10,CERTIFIED,MOUNTAIN VIEW,CA
6319,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,152700,2018-01-05,2018-07-06,CERTIFIED,REDMOND,WA
6320,DUN & BRADSTREET INC,SENIOR DATA SCIENTIST,153000,2018-11-15,2018-12-03,CERTIFIED,SHORT HILLS,NJ
6321,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,153283,2018-01-11,2018-07-12,CERTIFIED,BELLEVUE,WA
6322,INTUIT INC,SENIOR DATA SCIENTIST,153750,2018-03-10,2018-09-06,CERTIFIED,MOUNTAIN VIEW,CA
6323,SHOPRUNNER INC,SENIOR DATA SCIENTIST,153827,2018-11-15,2018-11-29,CERTIFIED,NEW YORK,NY
6324,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,154450,2018-09-28,2019-03-29,CERTIFIED,REDMOND,WA
6325,KEEP TRUCKIN INC,SENIOR DATA SCIENTIST,155000,2018-12-28,2019-01-28,CERTIFIED,SAN FRANCISCO,CA
6326,ELECTRONIC ARTS INC,SENIOR DATA SCIENTIST,155000,2018-08-14,2018-09-04,CERTIFIED,REDWOOD CITY,CA
6327,TENCENT AMERICA LLC,SENIOR DATA SCIENTIST,155000,2018-04-26,2018-05-04,CERTIFIED,PALO ALTO,CA
6328,FROG DESIGN INC,SENIOR DATA SCIENTIST,155000,2018-08-27,2018-08-30,CERTIFIED,BROOKLYN,NY
6329,ABZOOBA INC,SENIOR DATA SCIENTIST,155148,2018-03-01,2018-08-31,CERTIFIED,MILPITAS,CA
6330,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,155193,2018-08-14,2018-09-04,CERTIFIED,PASADENA,CA
6331,UBER TECHNOLOGIES INC,SENIOR DATA SCIENTIST,157000,2018-09-21,2018-09-27,CERTIFIED,SAN FRANCISCO,CA
6332,UBER TECHNOLOGIES INC,SENIOR DATA SCIENTIST,157000,2018-05-08,2018-05-15,CERTIFIED,SAN FRANCISCO,CA
6333,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,158000,2018-10-10,2019-04-10,CERTIFIED,BELLEVUE,WA
6334,FUJITSU AMERICA INC,SENIOR DATA SCIENTIST,158163,2018-11-28,2018-12-03,CERTIFIED,PALO ALTO,CA
6335,LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,158163,2018-08-27,2018-09-10,WITHDRAWN,SUNNYVALE,CA
6336,COURSERA INC,SENIOR DATA SCIENTIST,158163,2018-08-30,2018-09-13,CERTIFIED,MOUNTAIN VIEW,CA
6337,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,158175,2018-11-15,2019-05-17,CERTIFIED,REDMOND,WA
6338,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,159574,2018-10-30,2019-05-01,CERTIFIED,REDMOND,WA
6339,STANDARD & POOR'S FINANCIAL SERVICES LLC,SENIOR DATA SCIENTIST,160000,2018-12-06,2018-12-26,CERTIFIED,NEW YORK,NY
6340,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,160000,2018-10-02,2018-10-08,CERTIFIED,REDMOND,WA
6341,GAC R&D CENTER SILICON VALLEY INC,SENIOR DATA SCIENTIST,160000,2018-06-29,2018-08-01,CERTIFIED,SUNNYVALE,CA
6342,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,160000,2018-09-06,2018-09-19,CERTIFIED,REDMOND,WA
6343,EBAY INC,SENIOR DATA SCIENTIST,160000,2018-03-05,2018-08-05,CERTIFIED,SAN JOSE,CA
6344,INVESCO GROUP SERVICES INC,SENIOR DATA SCIENTIST,160000,2018-01-08,2018-01-08,CERTIFIED,HOUSTON,TX
6345,WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,160000,2018-03-20,2018-03-27,CERTIFIED,SUNNYVALE,CA
6346,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,160000,2018-08-23,2018-09-05,CERTIFIED,REDMOND,WA
6347,GM CRUISE LLC,SENIOR DATA SCIENTIST,162000,2018-02-09,2018-02-26,CERTIFIED,SAN FRANCISCO,CA
6348,BREAKOUT CAPITAL FINANCE LLC,SENIOR DATA SCIENTIST,162781,2018-08-31,2018-09-17,CERTIFIED,MCLEAN,VA
6349,SCRIBD INC,SENIOR DATA SCIENTIST,163134,2018-09-05,2018-09-12,CERTIFIED,SAN FRANCISCO,CA
6350,NETFLIX INC,SENIOR DATA SCIENTIST,164674,2018-12-13,2018-12-18,CERTIFIED,LOS GATOS,CA
6351,QUID INC,SENIOR DATA SCIENTIST,165000,2018-12-14,2019-06-15,CERTIFIED,SAN FRANCISCO,CA
6352,MPLATFORM LLC,SENIOR DATA SCIENTIST,165000,2018-09-17,2018-10-01,CERTIFIED,NEW YORK,NY
6353,IBM CORPORATION,SENIOR DATA SCIENTIST,165384,2018-02-14,2018-02-28,CERTIFIED,YORKTOWN HEIGHTS,NY
6354,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,168081,2018-06-28,2018-07-09,CERTIFIED,REDMOND,WA
6355,NETFLIX INC,SENIOR DATA SCIENTIST,168210,2018-01-30,2018-01-31,CERTIFIED,LOS GATOS,CA
6356,INVESCO GROUP SERVICES INC,SENIOR DATA SCIENTIST,170000,2018-12-19,2019-01-21,CERTIFIED,NEW YORK,NY
6357,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,170000,2018-11-16,2018-11-19,CERTIFIED,REDMOND,WA
6358,CREDIT KARMA INC,SENIOR DATA SCIENTIST,170000,2018-05-21,2018-06-18,CERTIFIED,SAN FRANCISCO,CA
6359,ZENABI DATA LLC,SENIOR DATA SCIENTIST,170000,2018-04-03,2018-04-04,CERTIFIED,WESTPORT,CT
6360,CAPITAL GROUP COMPANIES GLOBAL,SENIOR DATA SCIENTIST,170000,2018-02-27,2018-04-02,CERTIFIED,LOS ANGELES,CA
6361,JAM CITY INC,SENIOR DATA SCIENTIST,170000,2018-03-19,2018-09-15,CERTIFIED,CULVER CITY,CA
6362,INTEGRAL AD SCIENCE,SENIOR DATA SCIENTIST,170000,2018-02-20,2018-03-12,CERTIFIED,NEW YORK,NY
6363,SPOTIFY USA INC,SENIOR DATA SCIENTIST,170000,2018-06-08,2018-07-01,CERTIFIED,NEW YORK,NY
6364,CENTRALREACH LLC,SENIOR DATA SCIENTIST,170000,2018-03-15,2018-09-12,CERTIFIED,POMPANO BEACH,FL
6365,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,170100,2018-07-17,2019-01-15,CERTIFIED,REDMOND,WA
6366,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,170216,2018-07-16,2019-01-12,CERTIFIED,REDMOND,WA
6367,LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,172515,2018-05-23,2018-05-28,CERTIFIED - WITHDRAWN,SUNNYVALE,CA
6368,NETFLIX INC,SENIOR DATA SCIENTIST,172515,2018-04-11,2018-04-25,CERTIFIED,LOS GATOS,CA
6369,LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,172515,2018-05-23,2018-05-28,CERTIFIED,SUNNYVALE,CA
6370,AYASDI INC,SENIOR DATA SCIENTIST,174450,2018-01-31,2018-03-01,CERTIFIED,NEW YORK,NY
6371,SLICE TECHNOLOGIES INC,SENIOR DATA SCIENTIST,175000,2018-12-27,2019-01-14,CERTIFIED,SAN MATEO,CA
6372,MEDIAMATH INC,SENIOR DATA SCIENTIST,175000,2018-03-08,2018-09-05,CERTIFIED,NEW YORK,NY
6373,QUARTET HEALTH INC,SENIOR DATA SCIENTIST,175000,2018-07-10,2018-07-17,CERTIFIED,NEW YORK,NY
6374,APPNEXUS INC,SENIOR DATA SCIENTIST,175000,2018-05-14,2018-05-21,CERTIFIED,NEW YORK,NY
6375,SYNTASA CORPORATION,SENIOR DATA SCIENTIST,175000,2018-02-13,2018-08-07,CERTIFIED,HERNDON,VA
6376,NOODLE ANALYTICS INC,SENIOR DATA SCIENTIST,175000,2018-03-28,2018-08-30,CERTIFIED,PALO ALTO,CA
6377,TWITTER INC,SENIOR DATA SCIENTIST,180000,2018-10-02,2018-10-15,CERTIFIED,SAN FRANCISCO,CA
6378,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,SENIOR DATA SCIENTIST,180960,2018-08-07,2018-08-20,CERTIFIED,REDLANDS,CA
6379,NETFLIX INC,SENIOR DATA SCIENTIST,184350,2018-08-13,2018-08-27,CERTIFIED,LOS GATOS,CA
6380,NETFLIX INC,SENIOR DATA SCIENTIST,184350,2018-08-06,2018-08-20,CERTIFIED,LOS GATOS,CA
6381,SLICE TECHNOLOGIES INC,SENIOR DATA SCIENTIST,185000,2018-12-27,2019-01-14,WITHDRAWN,SAN MATEO,CA
6382,IMPACT TECH INC,SENIOR DATA SCIENTIST,185000,2018-05-17,2018-05-28,CERTIFIED,NEW YORK,NY
6383,CREDIT KARMA INC,SENIOR DATA SCIENTIST,185000,2018-05-29,2018-07-09,CERTIFIED,SAN FRANCISCO,CA
6384,MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,186000,2018-07-16,2018-07-23,CERTIFIED,REDMOND,WA
6385,C3 IOT INC,SENIOR DATA SCIENTIST,190000,2018-10-16,2019-02-09,CERTIFIED,REDWOOD CITY,CA
6386,THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,190000,2018-10-12,2018-10-15,CERTIFIED,MANHATTAN BEACH,CA
6387,NORRIS SERVICES LLC,SENIOR DATA SCIENTIST,190000,2018-03-14,2018-03-19,CERTIFIED,SANTA MONICA,CA
6388,CREDIT KARMA INC,SENIOR DATA SCIENTIST,190000,2018-03-20,2018-04-16,CERTIFIED,SAN FRANCISCO,CA
6389,CREDIT KARMA INC,SENIOR DATA SCIENTIST,190000,2018-03-01,2018-08-10,CERTIFIED,SAN FRANCISCO,CA
6390,APIXIO INC,SENIOR DATA SCIENTIST,190000,2018-03-12,2018-09-08,CERTIFIED,SAN MATEO,CA
6391,JDCOM AMERICAN TECHNOLOGIES CORPORATION,SENIOR DATA SCIENTIST,192000,2018-04-25,2018-05-01,CERTIFIED,MOUNTAIN VIEW,CA
6392,JDCOM AMERICAN TECHNOLOGIES CORPORATION,SENIOR DATA SCIENTIST,193848,2018-04-05,2018-04-16,CERTIFIED,MOUNTAIN VIEW,CA
6393,CREDIT KARMA INC,SENIOR DATA SCIENTIST,195000,2018-05-29,2018-07-09,CERTIFIED,SAN FRANCISCO,CA
6394,APPLE INC,SENIOR DATA SCIENTIST,200000,2018-06-28,2018-07-09,CERTIFIED,CUPERTINO,CA
6395,ROBLOX CORPORATION,SENIOR DATA SCIENTIST,210000,2018-09-14,2018-10-08,CERTIFIED,SAN MATEO,CA
6396,TWILIO INC,SENIOR DATA SCIENTIST,215000,2018-07-03,2018-07-09,CERTIFIED,SAN FRANCISCO,CA
6397,ROBLOX CORPORATION,SENIOR DATA SCIENTIST,220000,2018-08-20,2018-09-10,CERTIFIED,SAN MATEO,CA
6398,EUCLID INNOVATIONS INC,SR DATA SCIENTIST,160000,2018-10-16,2018-10-29,CERTIFIED,CHARLOTTE,NC
6399,SIMULMEDIA INC,SR DATA SCIENTIST,97500,2018-02-13,2018-08-08,CERTIFIED,NEW YORK,NY
6400,OFI GLOBAL ASSET MANAGEMENT INC,SR DATA SCIENTIST,113850,2018-04-18,2018-05-23,CERTIFIED,NEW YORK,NY
6401,OATH HOLDINGS INC,SR DATA SCIENTIST,116625,2018-03-02,2018-08-28,CERTIFIED,NEW YORK,NY
6402,OATH HOLDINGS INC,SR DATA SCIENTIST,126298,2018-02-16,2018-08-14,CERTIFIED,SUNNYVALE,CA
6403,OATH HOLDINGS INC,SR DATA SCIENTIST,126298,2018-03-08,2018-08-14,CERTIFIED,SUNNYVALE,CA
6404,CAMBIA HEALTH SOLUTIONS INC,SR DATA SCIENTIST,131000,2018-02-05,2018-08-03,CERTIFIED,PORTLAND,OR
6405,OATH HOLDINGS INC,SR DATA SCIENTIST,144373,2018-03-21,2018-09-20,CERTIFIED,NEW YORK,NY
6406,MOVE INC,SR DATA SCIENTIST,175000,2018-02-16,2018-03-05,CERTIFIED,SANTA CLARA,CA
6407,TARGET ENTERPRISE INC,SR. DATA SCIENTIST,63606,2018-01-30,2018-07-27,CERTIFIED,MINNEAPOLIS,MN
6408,COMCAST CABLE COMMUNICATIONS LLC,SR. DATA SCIENTIST,67413,2018-04-03,2018-08-28,CERTIFIED,PHILADELPHIA,PA
6409,COMCAST CABLE COMMUNICATIONS LLC,SR. DATA SCIENTIST,67413,2018-04-11,2018-09-11,CERTIFIED,PHILADELPHIA,PA
6410,TARGET ENTERPRISE INC,SR. DATA SCIENTIST,78624,2018-01-30,2018-07-27,CERTIFIED,MINNEAPOLIS,MN
6411,CORTEX MANAGEMENT LLC,SR. DATA SCIENTIST,80000,2018-07-10,2018-08-26,CERTIFIED,ADDISON,TX
6412,JD POWER AND ASSOCIATES INC,SR. DATA SCIENTIST,80000,2018-04-20,2018-05-14,CERTIFIED,WESTLAKE VILLAGE,CA
6413,EARLY WARNING SERVICES LLC,SR. DATA SCIENTIST,85925,2018-06-15,2018-11-11,CERTIFIED,ROUND ROCK,TX
6414,PYRAMID CONSULTING INC,SR. DATA SCIENTIST,87500,2018-03-03,2018-08-01,CERTIFIED,ALPHARETTA,GA
6415,PYRAMID CONSULTING INC,SR. DATA SCIENTIST,87500,2018-02-12,2018-08-01,CERTIFIED,ALPHARETTA,GA
6416,ADS ALLIANCE DATA SYSTEMS INC,SR. DATA SCIENTIST,88000,2018-03-01,2018-08-23,CERTIFIED,CHICAGO,IL
6417,TARGET ENTERPRISE INC,SR. DATA SCIENTIST,88046,2018-01-30,2018-07-27,CERTIFIED,MINNEAPOLIS,MN
6418,MEDTRONIC INC,SR. DATA SCIENTIST,91374,2018-03-16,2018-09-15,CERTIFIED,NORTHRIDGE,CA
6419,MEDTRONIC INC,SR. DATA SCIENTIST,91374,2018-03-11,2018-09-10,CERTIFIED,NORTHRIDGE,CA
6420,COMCAST CABLE COMMUNICATIONS LLC,SR. DATA SCIENTIST,92768,2018-04-17,2018-08-22,CERTIFIED,NEW YORK,NY
6421,HARMAN CONNECTED SERVICES INC,SR. DATA SCIENTIST,93475,2018-03-29,2018-08-01,CERTIFIED,RICHARDSON,TX
6422,VISA USA INC,SR. DATA SCIENTIST,95000,2018-08-29,2018-09-03,CERTIFIED,FOSTER CITY,CA
6423,MEDTRONIC INC,SR. DATA SCIENTIST,96200,2018-03-16,2018-09-15,CERTIFIED,NORTHRIDGE,CA
6424,AETNA RESOURCES LLC,SR. DATA SCIENTIST,98116,2018-03-27,2018-04-10,CERTIFIED,PITTSBURGH,PA
6425,INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,99000,2018-06-20,2018-09-08,CERTIFIED,JERSEY CITY,NJ
6426,AETNA RESOURCES LLC,SR. DATA SCIENTIST,100000,2018-12-03,2019-02-01,CERTIFIED,CUPERTINO,CA
6427,AETNA RESOURCES LLC,SR. DATA SCIENTIST,100000,2018-02-09,2018-08-09,CERTIFIED,NEW YORK,NY
6428,TURNER BROADCASTING SYSTEM INC,SR. DATA SCIENTIST,100000,2018-09-04,2018-09-10,CERTIFIED,ATLANTA,GA
6429,FORCEPOINT LLC,SR. DATA SCIENTIST,105000,2018-02-07,2018-08-09,CERTIFIED,NEW YORK,NY
6430,AETNA RESOURCES LLC,SR. DATA SCIENTIST,105000,2018-02-08,2018-08-01,CERTIFIED,HARTFORD,CT
6431,OATH HOLDINGS INC,SR. DATA SCIENTIST,105227,2018-08-08,2018-09-10,CERTIFIED,NEW YORK,NY
6432,TIGER ANALYTICS LLC,SR. DATA SCIENTIST,105581,2018-07-26,2018-09-03,CERTIFIED,SANTA CLARA,CA
6433,SEAGATE US LLC,SR. DATA SCIENTIST,105914,2018-12-20,2019-05-27,CERTIFIED,BLOOMINGTON,MN
6434,AETNA RESOURCES LLC,SR. DATA SCIENTIST,106003,2018-02-24,2018-03-09,CERTIFIED,HARTFORD,CT
6435,COMCAST CABLE COMMUNICATIONS LLC,SR. DATA SCIENTIST,106038,2018-02-06,2018-08-07,CERTIFIED,PHILADELPHIA,PA
6436,TIGER ANALYTICS LLC,SR. DATA SCIENTIST,106350,2018-12-31,2019-01-28,CERTIFIED,JERSEY CITY,NJ
6437,TARGET ENTERPRISE INC,SR. DATA SCIENTIST,106704,2018-01-30,2018-07-27,CERTIFIED,MINNEAPOLIS,MN
6438,AETNA RESOURCES LLC,SR. DATA SCIENTIST,110000,2018-12-03,2019-02-01,CERTIFIED,CUPERTINO,CA
6439,QUOTIENT TECHNOLOGY INC,SR. DATA SCIENTIST,110000,2018-03-21,2018-04-02,CERTIFIED,CINCINNATI,OH
6440,AETNA RESOURCES LLC,SR. DATA SCIENTIST,110015,2018-08-16,2019-01-27,CERTIFIED,WELLESLEY,MA
6441,VISA TECHNOLOGY & OPERATIONS LLC,SR. DATA SCIENTIST,112728,2018-03-06,2018-08-27,CERTIFIED,AUSTIN,TX
6442,AETNA RESOURCES LLC,SR. DATA SCIENTIST,112904,2018-02-13,2018-02-27,CERTIFIED,HARTFORD,CT
6443,INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,113500,2018-03-16,2018-08-02,CERTIFIED,JERSEY CITY,NJ
6444,INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,115000,2018-03-21,2018-04-02,CERTIFIED,BUFFALO GROVE,IL
6445,OATH HOLDINGS INC,SR. DATA SCIENTIST,116625,2018-03-05,2018-03-16,CERTIFIED,NEW YORK,NY
6446,AETNA RESOURCES LLC,SR. DATA SCIENTIST,118000,2018-02-09,2018-08-09,CERTIFIED,NEW YORK,NY
6447,INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,120000,2018-03-16,2018-08-02,CERTIFIED,BUFFALO GROVE,IL
6448,AETNA RESOURCES LLC,SR. DATA SCIENTIST,120000,2018-08-13,2018-08-27,CERTIFIED,WELLESLEY,MA
6449,AETNA RESOURCES LLC,SR. DATA SCIENTIST,120000,2018-08-13,2018-08-27,CERTIFIED,WELLESLEY,MA
6450,AETNA RESOURCES LLC,SR. DATA SCIENTIST,120000,2018-01-08,2018-01-22,CERTIFIED,BURLINGTON,MA
6451,HOME DEPOT PRODUCT AUTHORITY LLC,SR. DATA SCIENTIST,120000,2018-02-04,2018-02-16,CERTIFIED,AUSTIN,TX
6452,VISA TECHNOLOGY & OPERATIONS LLC,SR. DATA SCIENTIST,122429,2018-02-27,2018-08-26,CERTIFIED,AUSTIN,TX
6453,EXPERIAN INFORMATION SOLUTIONS INC,SR. DATA SCIENTIST,125000,2018-06-06,2018-06-18,CERTIFIED,SCHAUMBURG,IL
6454,TREDENCE INC,SR. DATA SCIENTIST,125000,2018-05-15,2018-05-16,CERTIFIED,BETHESDA,MD
6455,TARGET ENTERPRISE INC,SR. DATA SCIENTIST,127234,2018-01-29,2018-07-31,CERTIFIED,SUNNYVALE,CA
6456,OATH HOLDINGS INC,SR. DATA SCIENTIST,129210,2018-09-24,2018-10-01,CERTIFIED,SUNNYVALE,CA
6457,JOHN HANCOCK LIFE INSURANCE COMPANY (USA),SR. DATA SCIENTIST,130000,2018-10-05,2018-11-05,CERTIFIED,BOSTON,MA
