,employer,title,salary,submitDate,startDate,caseStatus,city,state
0,salesforcecom inc,Senior Data Scientist,180000,2015-01-06,2015-01-19,CERTIFIED,SAN FRANCISCO,CA
1,threatmetrix inc,Data Scientist,5769,2015-01-06,2015-01-26,CERTIFIED,SAN JOSE,CA
2,playdots inc,Data Scientist,100000,2015-01-06,2015-01-13,CERTIFIED,NEW YORK,NY
3,pulsepoint inc,Senior Data Scientist,125000,2015-01-08,2015-01-26,CERTIFIED,NEW YORK,NY
4,twitter inc,Data Scientist,130000,2015-01-09,2015-07-03,CERTIFIED,SAN FRANCISCO,CA
5,microsoft corporation,Data Scientist,120200,2015-01-09,2015-07-07,CERTIFIED,BELLEVUE,WA
6,twitter inc,Data Scientist,130000,2015-01-09,2015-07-03,CERTIFIED,SAN FRANCISCO,CA
7,civitas learning inc,Data Scientist,120000,2015-01-14,2015-03-02,CERTIFIED,AUSTIN,TX
8,earth networks inc,Data Scientist,74290,2015-01-14,2015-07-15,CERTIFIED,GERMANTOWN,MD
9,opex analytics llc,Data Scientist,80000,2015-01-19,2015-01-20,CERTIFIED,EVANSTOWN,IL
10,microsoft corporation,Data Scientist,110000,2015-01-19,2015-07-16,CERTIFIED,REDMOND,WA
11,metromile inc,Data Scientist,150000,2015-01-20,2015-02-02,CERTIFIED,SAN FRANCISCO,CA
12,yieldmo inc,Data Scientist,120000,2015-01-21,2015-07-20,CERTIFIED,NEW YORK,NY
13,netflix inc,Senior Data Scientist,108597,2015-01-21,2015-05-30,CERTIFIED,LOS GATOS,CA
14,netflix inc,Senior Data Scientist,108597,2015-01-21,2015-02-02,CERTIFIED,LOS GATOS,CA
15,netflix inc,Senior Data Scientist,108597,2015-01-21,2015-02-02,CERTIFIED,LOS GATOS,CA
16,paypal inc,Associate Data Scientist,135000,2015-01-21,2015-07-19,CERTIFIED,SAN JOSE,CA
17,facebook inc,Data Scientist,105000,2015-01-21,2015-07-16,CERTIFIED,NEW YORK,NY
18,gemological institute of america (gia),Data Scientist,97000,2015-01-21,2015-02-09,CERTIFIED,NEW YORK,NY
19,monsanto company,Senior Data Scientist,100000,2015-01-21,2015-02-23,CERTIFIED,CHESTERFIELD,MO
20,thoughtworks inc,Data Scientist,76606,2015-01-22,2015-01-22,CERTIFIED,CHICAGO,IL
21,groupon inc,Data Scientist,134000,2015-01-22,2015-02-02,CERTIFIED,PALO ALTO,CA
22,guidewire software inc,Data Scientist,125000,2015-01-26,2015-01-26,CERTIFIED,FOSTER CITY,CA
23,kinnser software inc,Data Scientist,120000,2015-01-26,2015-02-23,CERTIFIED,AUSTIN,TX
24,kpmg llp,Data Scientist,95000,2015-01-27,2015-07-16,CERTIFIED,CHICAGO,IL
25,indeed inc,Data Scientist,120000,2015-01-28,2015-02-02,CERTIFIED,AUSTIN,TX
26,datanyze,Data Scientist,105000,2015-01-28,2015-02-01,CERTIFIED,SAN MATEO,CA
27,microsoft corporation,Data Scientist,102500,2015-01-28,2015-07-26,CERTIFIED,REDMOND,WA
28,microsoft corporation,Data Scientist,120000,2015-01-28,2015-07-28,CERTIFIED,BELLEVUE,WA
29,navistar inc,Senior Data Scientist,63253,2015-01-30,2015-07-31,CERTIFIED,LISLE,IL
30,facebook inc,Data Scientist,125000,2015-01-30,2015-07-29,CERTIFIED,MENLO PARK,CA
31,navistar inc,Senior Data Scientist,63253,2015-01-30,2015-07-31,CERTIFIED,LISLE,IL
32,trulia inc,Senior Data Scientist,86237,2015-01-30,2015-07-10,CERTIFIED,SAN FRANCISCO,CA
33,public engines inc,Data Scientist,98500,2015-01-31,2015-02-06,CERTIFIED,DRAPER,UT
34,birchbox inc,Senior Data Scientist,180000,2015-02-02,2015-03-28,CERTIFIED,NEW YORK,NY
35,microsoft corporation,Data Scientist,148000,2015-02-02,2015-07-29,CERTIFIED,SUNNYVALE,CA
36,microsoft corporation,Data Scientist,106590,2015-02-02,2015-07-30,CERTIFIED,CAMBRIDGE,MA
37,zulily inc,Data Scientist,115000,2015-02-03,2015-08-05,CERTIFIED,SEATTLE,WA
38,appnexus inc,Data Scientist,118000,2015-02-03,2015-08-05,CERTIFIED,NEW YORK,NY
39,fireeye inc,Data Scientist,84094,2015-02-03,2015-07-16,CERTIFIED,MILPITAS,CA
40,zulily inc,Data Scientist,102000,2015-02-04,2015-08-06,CERTIFIED,SEATTLE,WA
41,act-on software,Data Scientist,110000,2015-02-04,2015-08-06,CERTIFIED,BEAVERTON,OR
42,american savings bank fsb,Data Scientist,75000,2015-02-04,2015-08-04,CERTIFIED,HONOLULU,HI
43,emailage llc,Data Scientist,120000,2015-02-05,2015-02-16,WITHDRAWN,CHANDLER,AZ
44,dataminr inc,Data Scientist,145000,2015-02-05,2015-03-09,CERTIFIED,NEW YORK,NY
45,emailage corp,Data Scientist,120000,2015-02-05,2015-02-16,CERTIFIED,CHANDLER,AZ
46,earth networks inc,Data Scientist,74290,2015-02-06,2015-07-15,CERTIFIED,GERMANTOWN,MD
47,metamind inc,Data Scientist,120000,2015-02-06,2015-03-02,CERTIFIED,PALO ALTO,CA
48,dataminr inc,Senior Data Scientist,180000,2015-02-06,2015-03-09,CERTIFIED,NEW YORK,NY
49,microsoft corporation,Senior Data Scientist,132000,2015-02-06,2015-02-16,CERTIFIED,REDMOND,WA
50,symantec corporation,Principal Data Scientist,129325,2015-02-06,2015-08-07,CERTIFIED,MOUNTAIN VIEW,CA
51,mcgraw-hill global education llc,Data Scientist,115000,2015-02-06,2015-08-05,CERTIFIED,BOSTON,MA
52,lhp software llc,Data Scientist,62000,2015-02-07,2015-08-06,CERTIFIED,COLUMBUS,IN
53,public engines inc,Data Scientist,96160,2015-02-09,2015-02-09,CERTIFIED,DRAPER,UT
54,east wind networks inc,Senior Data Scientist,135000,2015-02-09,2015-03-02,CERTIFIED,BLUFFDALE,UT
55,expedia inc,Data Scientist,95000,2015-02-09,2015-08-07,CERTIFIED,BELLEVUE,WA
56,linkedin corporation,Senior Data Scientist,106000,2015-02-10,2015-08-11,CERTIFIED,MOUNTAIN VIEW,CA
57,applovin corporation,Data Scientist,108597,2015-02-10,2015-08-06,WITHDRAWN,PALO ALTO,CA
58,microsoft corporation,Data Scientist,100000,2015-02-10,2015-08-06,CERTIFIED,BURLINGTON,MA
59,electronic arts inc,Data Scientist,125018,2015-02-10,2015-03-29,CERTIFIED,REDWOOD CITY,CA
60,facebook inc,Data Scientist,117453,2015-02-10,2015-08-07,CERTIFIED,MENLO PARK,CA
61,facebook inc,Data Scientist,92000,2015-02-10,2015-08-06,CERTIFIED,MENLO PARK,CA
62,credit karma inc,Data Scientist,72000,2015-02-10,2015-08-10,CERTIFIED,SAN FRANCISCO,CA
63,relayrides inc,Data Scientist,95000,2015-02-10,2015-08-10,CERTIFIED,SAN FRANCISCO,CA
64,facebook inc,Data Scientist,117453,2015-02-10,2015-08-07,CERTIFIED,MENLO PARK,CA
65,credit karma inc,Data Scientist,72000,2015-02-10,2015-08-10,CERTIFIED,SAN FRANCISCO,CA
66,facebook inc,Data Scientist,92000,2015-02-10,2015-08-06,CERTIFIED,MENLO PARK,CA
67,radiumone inc,Data Scientist,80000,2015-02-10,2015-08-10,CERTIFIED,SAN FRANCISCO,CA
68,leantaas inc,Senior Data Scientist,100000,2015-02-11,2015-08-10,CERTIFIED,SANTA CLARA,CA
69,tivo inc,Data Scientist,72000,2015-02-11,2015-02-18,CERTIFIED,SAN JOSE,CA
70,linkedin corporation,Senior Data Scientist,106000,2015-02-11,2015-08-13,CERTIFIED,MOUNTAIN VIEW,CA
71,applovin corporation,Data Scientist,108597,2015-02-11,2015-08-06,CERTIFIED,PALO ALTO,CA
72,mcgraw-hill global education llc,Data Scientist,120000,2015-02-11,2015-08-08,CERTIFIED,BOSTON,MA
73,wal-mart associates inc,Data Scientist,115000,2015-02-11,2015-08-11,CERTIFIED,SUNNYVALE,CA
74,microsoft corporation,Data Scientist,105000,2015-02-11,2015-07-28,CERTIFIED,CAMBRIDGE,MA
75,general electric company - ge global research center,Senior Data Scientist,135000,2015-02-11,2015-08-10,CERTIFIED,SAN RAMON,CA
76,careerbuilder llc,Data Scientist,80000,2015-02-12,2015-08-12,CERTIFIED,NORCROSS,GA
77,airbnb inc,Data Scientist,135000,2015-02-12,2015-08-01,CERTIFIED,SAN FRANCISCO,CA
78,airbnb inc,Data Scientist,1350001,2015-02-12,2015-08-01,WITHDRAWN,SAN FRANCISCO,CA
79,airbnb inc,Data Scientist,130000,2015-02-12,2015-08-01,CERTIFIED,SAN FRANCISCO,CA
80,wal-mart associates inc,Data Scientist,140000,2015-02-12,2015-08-12,CERTIFIED,SUNNYVALE,CA
81,wal-mart associates inc,Associate Data Scientist,85000,2015-02-12,2015-08-11,CERTIFIED,BENTONVILLE,AR
82,aol inc,Data Scientist,70096,2015-02-12,2015-08-09,CERTIFIED,DULLES,VA
83,general electric company - ge global research center,Senior Data Scientist,120000,2015-02-12,2015-02-25,CERTIFIED,SAN RAMON,CA
84,groupon inc,Data Scientist,80000,2015-02-13,2015-08-10,CERTIFIED,CHICAGO,IL
85,ebay inc,Associate Data Scientist,130000,2015-02-13,2015-08-12,CERTIFIED,SAN JOSE,CA
86,power advocate inc,Data Scientist,95000,2015-02-13,2015-08-12,CERTIFIED,BOSTON,MA
87,stitch fix inc,Data Scientist,119205,2015-02-13,2015-08-15,CERTIFIED,SAN FRANCISCO,CA
88,scopely inc,Lead Data Scientist,160000,2015-02-13,2015-02-23,CERTIFIED,CULVER CITY,CA
89,retail equation inc,Data Scientist,75000,2015-02-13,2015-08-12,CERTIFIED,IRVINE,CA
90,retail equation inc,Senior Data Scientist,175000,2015-02-13,2015-08-12,CERTIFIED,IRVINE,CA
91,gameloft inc,Data Scientist,70000,2015-02-13,2015-08-12,CERTIFIED,NEW YORK,NY
92,groupon inc,Data Scientist,110000,2015-02-16,2015-08-13,CERTIFIED,PALO ALTO,CA
93,microsoft corporation,Data Scientist,105000,2015-02-16,2015-08-10,CERTIFIED,CAMBRIDGE,MA
94,microsoft corporation,Data Scientist,105000,2015-02-16,2015-08-11,CERTIFIED,REDMOND,WA
95,microsoft corporation,Data Scientist,105000,2015-02-16,2015-08-11,CERTIFIED,REDMOND,WA
96,microsoft corporation,Data Scientist,123000,2015-02-16,2015-08-11,CERTIFIED,REDMOND,WA
97,ebay inc,Associate Data Scientist,130000,2015-02-17,2015-08-12,CERTIFIED,SAN JOSE,CA
98,microsoft corporation,Data Scientist,112500,2015-02-18,2015-08-09,CERTIFIED,BELLEVUE,WA
99,my life registry llc,Data Scientist,47960,2015-02-18,2015-08-20,CERTIFIED,FORT LEE,NJ
100,my life registry llc,Data Scientist,47960,2015-02-18,2015-08-20,CERTIFIED,FORT LEE,NJ
101,cubist systematic strategies llc,Data Scientist,63107,2015-02-18,2015-08-16,WITHDRAWN,NEW YORK,NY
102,offerpop corporation,Data Scientist,80000,2015-02-18,2015-08-20,CERTIFIED,NEW YORK,NY
103,microsoft corporation,Data Scientist,105000,2015-02-18,2015-08-06,CERTIFIED,REDMOND,WA
104,zillow inc,Data Scientist,110780,2015-02-18,2015-08-17,CERTIFIED,SEATTLE,WA
105,petametrics inc,Data Scientist,100000,2015-02-18,2015-08-20,CERTIFIED,SAN FRANCISCO,CA
106,zillow inc,Data Scientist,95000,2015-02-18,2015-08-17,CERTIFIED,NEW YORK,NY
107,point72 asset management lp,Data Scientist,63107,2015-02-18,2015-08-16,CERTIFIED,NEW YORK,NY
108,point72 asset management lp,Data Scientist,63107,2015-02-18,2015-08-16,CERTIFIED,NEW YORK,NY
109,linkedin corporation,Data Scientist,93000,2015-02-19,2015-03-02,CERTIFIED,MOUNTAIN VIEW,CA
110,pitney bowes inc,Senior Data Scientist,96866,2015-02-19,2015-08-20,CERTIFIED,DANBURY,CT
111,krux digital inc,Senior Data Scientist,100880,2015-02-19,2015-03-01,WITHDRAWN,SAN FRANCISCO,CA
112,tapjoy inc,Staff Data Scientist,130000,2015-02-19,2015-04-01,CERTIFIED,SAN FRANCISCO,CA
113,tapjoy inc,Staff Data Scientist,130000,2015-02-19,2015-04-01,CERTIFIED,SAN FRANCISCO,CA
114,skyhigh networks inc,Data Scientist,93974,2015-02-19,2015-08-20,CERTIFIED,CAMPBELL,CA
115,krux digital inc,Senior Data Scientist,100880,2015-02-20,2015-03-01,CERTIFIED,SAN FRANCISCO,CA
116,cloudwick technologies inc,Data Scientist,88254,2015-02-20,2015-08-18,WITHDRAWN,SAN JOSE,CA
117,wal-mart associates inc,Data Scientist,140000,2015-02-20,2015-08-20,CERTIFIED,SAN BRUNO,CA
118,microsoft corporation,Data Scientist,128000,2015-02-20,2015-08-17,CERTIFIED,CAMBRIDGE,MA
119,cloudwick technologies inc,Data Scientist,88254,2015-02-20,2015-08-18,CERTIFIED,SAN JOSE,CA
120,cloudwick technologies inc,Data Scientist,88254,2015-02-20,2015-08-18,WITHDRAWN,SAN JOSE,CA
121,twitter inc,Senior Data Scientist,130000,2015-02-20,2015-08-21,CERTIFIED,SAN FRANCISCO,CA
122,vivint,Data Scientist,105000,2015-02-21,2015-08-23,CERTIFIED,LEHI,UT
123,slice technologies inc,Data Scientist,125000,2015-02-23,2015-03-02,CERTIFIED,PALO ALTO,CA
124,microsoft corporation,Data Scientist,107000,2015-02-23,2015-08-13,CERTIFIED,REDMOND,WA
125,theladderscom inc,Data Scientist,100000,2015-02-23,2015-07-26,CERTIFIED,NEW YORK,NY
126,microsoft corporation,Data Scientist,110000,2015-02-23,2015-08-20,CERTIFIED,REDMOND,WA
127,4info inc,Data Scientist,100000,2015-02-23,2015-08-22,CERTIFIED,SAN MATEO,CA
128,visible world,Data Scientist,100000,2015-02-23,2015-08-22,CERTIFIED,NEW YORK,NY
129,microsoft corporation,Data Scientist,105000,2015-02-23,2015-08-19,CERTIFIED,REDMOND,WA
130,zocdoc inc,Data Scientist,130000,2015-02-23,2015-08-25,CERTIFIED,NEW YORK,NY
131,fountain software inc,Senior Data Scientist,140000,2015-02-23,2015-08-19,CERTIFIED,SAN FRANCISCO,CA
132,wal-mart associates inc,Data Scientist,130000,2015-02-23,2015-08-24,CERTIFIED,SUNNYVALE,CA
133,quid inc,Data Scientist,130000,2015-02-23,2015-08-22,CERTIFIED,SAN FRANCISCO,CA
134,careerbuilder llc,Data Scientist,85000,2015-02-23,2015-08-20,CERTIFIED,NORCROSS,GA
135,microsoft corporation,Data Scientist,105000,2015-02-23,2015-08-20,CERTIFIED,REDMOND,WA
136,centerfield media,Data Scientist,60000,2015-02-24,2015-08-25,CERTIFIED,EL SEGUNDO,CA
137,roam analytics inc,Data Scientist,86000,2015-02-24,2015-08-26,CERTIFIED,SAN FRANCISCO,CA
138,conexlink llc,Data Scientist,50731,2015-02-24,2015-08-26,CERTIFIED,ADDISON,TX
139,byo recreation inc,Data Scientist,50000,2015-02-24,2015-08-24,CERTIFIED,ST.AUGUSTINE,FL
140,prosper marketplace inc,Data Scientist,102003,2015-02-24,2015-08-18,CERTIFIED,SAN FRANCISCO,CA
141,k12 inc,Data Scientist,100000,2015-02-24,2015-08-01,CERTIFIED,HERNDON,VA
142,zillow inc,Data Scientist,115000,2015-02-24,2015-08-23,CERTIFIED,SEATTLE,WA
143,facebook inc,Data Scientist,130000,2015-02-24,2015-03-09,CERTIFIED,MENLO PARK,CA
144,omnicom media group holdings inc,Data Scientist,110000,2015-02-25,2015-08-27,WITHDRAWN,NEW YORK,NY
145,quora inc,Data Scientist,105000,2015-02-25,2015-08-12,CERTIFIED,MOUNTAIN VIEW,CA
146,connance inc,Data Scientist,92000,2015-02-25,2015-08-25,CERTIFIED,WALTHAM,MA
147,agilone inc,Data Scientist,95000,2015-02-25,2015-08-24,CERTIFIED,SUNNYVALE,CA
148,agilone inc,Data Scientist,95000,2015-02-25,2015-08-24,CERTIFIED,SUNNYVALE,CA
149,google,Data Scientist,100000,2015-02-25,2015-08-20,CERTIFIED,MOUNTAIN VIEW,CA
150,zillow inc,Senior Data Scientist,120000,2015-02-25,2015-08-24,CERTIFIED,SEATTLE,WA
151,panorama education inc,Data Scientist,80000,2015-02-25,2015-08-23,CERTIFIED,BOSTON,MA
152,card corporation,Data Scientist,80000,2015-02-25,2015-03-16,CERTIFIED,LOS ANGELES,CA
153,xad inc,Data Scientist,115000,2015-02-25,2015-08-15,CERTIFIED,MOUNTAIN VIEW,CA
154,6 sense insights inc,Senior Data Scientist,85946,2015-02-25,2015-03-23,CERTIFIED,SAN FRANCISCO,CA
155,omnicom media group holdings inc,Data Scientist,110000,2015-02-25,2015-08-27,CERTIFIED,NEW YORK,NY
156,leeo inc,Data Scientist,130000,2015-02-25,2015-08-24,CERTIFIED,PALO ALTO,CA
157,electronic arts inc,Data Scientist,120000,2015-02-25,2015-08-25,CERTIFIED,REDWOOD CITY,CA
158,agilone inc,Data Scientist,95000,2015-02-26,2015-08-24,CERTIFIED,SUNNYVALE,CA
159,the trade desk inc,Data Scientist,135000,2015-02-26,2015-08-28,WITHDRAWN,NEW YORK,NY
160,electronic arts inc,Data Scientist,100000,2015-02-26,2015-08-26,CERTIFIED,REDWOOD CITY,CA
161,dato inc,Data Scientist,90002,2015-02-26,2015-08-20,CERTIFIED,SEATTLE,WA
162,agilone inc,Data Scientist,93974,2015-02-26,2015-08-24,CERTIFIED,SUNNYVALE,CA
163,nativex holdings llc,Data Scientist,125000,2015-02-26,2015-08-22,CERTIFIED,SAN FRANCISCO,CA
164,nativex holdings llc,Data Scientist,126500,2015-02-26,2015-08-22,CERTIFIED,SAN FRANCISCO,CA
165,general motors company,Data Scientist,85000,2015-02-26,2015-08-28,CERTIFIED,DETROIT,MI
166,persis consulting co,Data Scientist,85000,2015-02-27,2015-08-27,CERTIFIED,DETROIT,MI
167,kcg americas llc,Data Scientist,135000,2015-02-27,2015-03-13,CERTIFIED,JERSEY CITY,NJ
168,the trade desk inc,Data Scientist,135000,2015-02-27,2015-08-29,CERTIFIED,NEW YORK,NY
169,microsoft corporation,Data Scientist,133500,2015-02-27,2015-08-23,CERTIFIED,BELLEVUE,WA
170,adara media inc,Data Scientist,108000,2015-02-27,2015-08-26,CERTIFIED,MOUNTAIN VIEW,CA
171,schlumberger technology corporation,Data Scientist,90000,2015-02-27,2015-08-27,CERTIFIED,MENLO PARK,CA
172,protectwise inc,Data Scientist,66144,2015-02-27,2015-08-26,CERTIFIED,DENVER,CO
173,conclusive analytics inc,Data Scientist,58656,2015-02-27,2015-08-27,CERTIFIED,HUNTERSVILLE,NC
174,applovin corporation,Data Scientist,108597,2015-02-27,2015-08-26,CERTIFIED,PALO ALTO,CA
175,kabbage inc,Data Scientist,90000,2015-02-27,2015-08-26,CERTIFIED,ATLANTA,GA
176,visible world inc,Data Scientist,125008,2015-02-27,2015-08-29,CERTIFIED,NEW YORK,NY
177,kabbage inc,Data Scientist,105000,2015-02-27,2015-08-26,CERTIFIED,ATLANTA,GA
178,healthcare analytics services holding inc,Data Scientist,150000,2015-02-27,2015-08-29,CERTIFIED,SCOTTSDALE,AZ
179,general electric company - ge global research center,Senior Data Scientist,135000,2015-02-27,2015-08-10,CERTIFIED,SAN RAMON,CA
180,wal-mart associates inc,Data Scientist,115000,2015-02-27,2015-08-26,CERTIFIED,SUNNYVALE,CA
181,c3 inc,Data Scientist,95000,2015-03-02,2015-08-23,CERTIFIED,REDWOOD CITY,CA
182,relayrides inc,Data Scientist,100000,2015-03-02,2015-08-29,CERTIFIED,SAN FRANCISCO,CA
183,mercari inc,Data Scientist,140000,2015-03-02,2015-08-28,CERTIFIED,SAN FRANCISCO,CA
184,adp llc,Data Scientist,77022,2015-03-02,2015-08-18,CERTIFIED,ROSELAND,NJ
185,robert bosch llc,Data Scientist,125000,2015-03-02,2015-08-28,CERTIFIED,PALO ALTO,CA
186,vantage media llc,Data Scientist,65000,2015-03-02,2015-09-01,CERTIFIED,EL SEGUNDO,CA
187,aviso inc,Senior Data Scientist,165000,2015-03-02,2015-09-01,CERTIFIED,PALO ALTO,CA
188,yasme soft inc,Data Scientist,90000,2015-03-02,2015-03-16,CERTIFIED,IRVING,TX
189,hooklogic inc,Data Scientist,90000,2015-03-02,2015-09-01,CERTIFIED,NEW YORK,NY
190,livingsocial inc,Data Scientist,120000,2015-03-02,2015-08-24,CERTIFIED,WASHINGTON,DC
191,rifiniti inc,Data Scientist,63045,2015-03-03,2015-09-02,CERTIFIED,BOSTON,MA
192,sano intelligence inc,Data Scientist,117230,2015-03-03,2015-08-02,WITHDRAWN,SAN FRANCISCO,CA
193,agilone inc,Data Scientist,100000,2015-03-03,2015-08-24,CERTIFIED,SUNNYVALE,CA
194,jotter inc,Data Scientist,100000,2015-03-03,2015-09-02,CERTIFIED,MENLO PARK,CA
195,mark one lifestyle inc,Data Scientist,100000,2015-03-03,2015-09-02,CERTIFIED,SAN FRANCISCO,CA
196,ccc information services inc,Data Scientist,64917,2015-03-03,2015-08-23,CERTIFIED,CHICAGO,IL
197,ccc information services inc,Data Scientist,64917,2015-03-03,2015-08-23,CERTIFIED,CHICAGO,IL
198,airsage inc,Data Scientist,85000,2015-03-03,2015-09-02,CERTIFIED,ATLANTA,GA
199,rifiniti inc,Data Scientist,63045,2015-03-03,2015-09-02,CERTIFIED,BOSTON,MA
200,silicon valley data science llc,Senior Data Scientist,150000,2015-03-03,2015-08-23,CERTIFIED,SUNNYVALE,CA
201,robert bosch llc,Data Scientist,127000,2015-03-03,2015-08-27,CERTIFIED,PALO ALTO,CA
202,facebook inc,Data Scientist,110000,2015-03-03,2015-09-01,CERTIFIED,MENLO PARK,CA
203,agilone inc,Data Scientist,110000,2015-03-03,2015-08-24,CERTIFIED,SUNNYVALE,CA
204,uplift inc,Data Scientist,120000,2015-03-03,2015-09-01,CERTIFIED,SUNNYVALE,CA
205,bluestar technology solutions llc,Data Scientist,115000,2015-03-03,2015-09-02,CERTIFIED,NEW YORK,NY
206,go daddycom llc,Data Scientist,115000,2015-03-03,2015-09-02,CERTIFIED,SUNNYVALE,CA
207,hireku,Data Scientist,100000,2015-03-04,2015-09-03,CERTIFIED,PITTSBURGH,PA
208,fractal analytics inc,Data Scientist,62795,2015-03-04,2015-09-01,CERTIFIED,JERSEY CITY,NJ
209,trans-fast remittance llc,Data Scientist,92000,2015-03-04,2015-08-01,CERTIFIED,NEW YORK,NY
210,appnexus inc,Data Scientist,135000,2015-03-04,2015-09-02,CERTIFIED,NEW YORK CITY,NY
211,cylance inc,Data Scientist,103400,2015-03-04,2015-03-09,WITHDRAWN,IRVINE,CA
212,metamodeling analytics llc,Senior Data Scientist,80000,2015-03-04,2015-09-03,CERTIFIED,MADISON,WI
213,linkedin corporation,Senior Data Scientist,106000,2015-03-04,2015-09-03,CERTIFIED,MOUNTAIN VIEW,CA
214,adobe,Data Scientist,183066,2015-03-04,2015-08-06,CERTIFIED,SAN JOSE,CA
215,linkedin corporation,Data Scientist,93000,2015-03-04,2015-09-03,CERTIFIED,MOUNTAIN VIEW,CA
216,radius intelligence inc,Data Scientist,136573,2015-03-04,2015-09-01,CERTIFIED,SAN FRANCISCO,CA
217,vigilanz corporation,Data Scientist,91125,2015-03-04,2015-09-03,CERTIFIED,MINNEAPOLIS,MN
218,airbnb inc,Data Scientist,140000,2015-03-04,2015-03-23,CERTIFIED,SAN FRANCISCO,CA
219,poshmark inc,Data Scientist,160000,2015-03-04,2015-03-18,CERTIFIED,MENLO PARK,CA
220,hireku,Data Scientist,100000,2015-03-04,2015-09-03,CERTIFIED,PITTSBURGH,PA
221,senzari inc,Data Scientist,94000,2015-03-05,2015-09-01,CERTIFIED,MIAMI,FL
222,kiranam technologies inc,Data Scientist,72530,2015-03-05,2015-09-03,CERTIFIED,IRVING,TX
223,audience media llc,Data Scientist,87277,2015-03-05,2015-09-04,CERTIFIED,PASADENA,CA
224,sano intelligence inc,Data Scientist,117230,2015-03-05,2015-08-02,CERTIFIED,SAN FRANCISCO,CA
225,sano intelligence inc,Data Scientist,117230,2015-03-05,2015-08-02,WITHDRAWN,SAN FRANCISCO,CA
226,cylance inc,Data Scientist,103400,2015-03-05,2015-09-01,CERTIFIED,IRVINE,CA
227,intuit inc,Data Scientist,70033,2015-03-05,2015-07-30,CERTIFIED,MOUNTAIN VIEW,CA
228,celect inc,Data Scientist,95000,2015-03-05,2015-09-02,CERTIFIED,BOSTON,MA
229,linkedin corporation,Senior Data Scientist,106000,2015-03-05,2015-09-04,CERTIFIED,SUNNYVALE,CA
230,quid inc,Data Scientist,110000,2015-03-05,2015-08-29,CERTIFIED,SAN FRANCISCO,CA
231,workday inc,Data Scientist,118061,2015-03-05,2015-08-25,CERTIFIED,SAN FRANCISCO,CA
232,sovrn holdings inc,Data Scientist,45150,2015-03-05,2015-09-04,CERTIFIED,BOULDER,CO
233,edataforce consulting llc,Data Scientist,124800,2015-03-05,2015-09-04,CERTIFIED,NEW YORK,NY
234,omaze inc,Data Scientist,125000,2015-03-05,2015-09-04,CERTIFIED,VENICE,CA
235,machine zone inc,Data Scientist,116480,2015-03-06,2015-03-12,CERTIFIED,PALO ALTO,CA
236,alivecor inc,Data Scientist,120000,2015-03-06,2015-09-04,CERTIFIED,SAN FRANCISCO,CA
237,eharmony inc,Senior Data Scientist,140000,2015-03-06,2015-09-05,CERTIFIED,SANTA MONICA,CA
238,lowermybillscom,Senior Data Scientist,86590,2015-03-06,2015-09-03,CERTIFIED,PLAYA VISTA,CA
239,tubemogul inc,Data Scientist,120000,2015-03-06,2015-08-27,CERTIFIED,EMERYVILLE,CA
240,simulmedia inc,Data Scientist,75000,2015-03-06,2015-09-03,CERTIFIED,NEW YORK,NY
241,supply frame inc,Data Scientist,110000,2015-03-06,2015-09-04,CERTIFIED,PASADENA,CA
242,microsoft corporation,Data Scientist,102000,2015-03-06,2015-03-07,CERTIFIED,REDMOND,WA
243,clearslide inc,Data Scientist,110000,2015-03-06,2015-09-04,CERTIFIED,SAN FRANCISCO,CA
244,ca inc,Data Scientist,90000,2015-03-06,2015-09-03,CERTIFIED,SAN DIEGO,CA
245,egnyte inc,Data Scientist,93974,2015-03-06,2015-09-01,CERTIFIED,MOUNTAIN VIEW,CA
246,segmint inc,Data Scientist,54142,2015-03-06,2015-09-05,CERTIFIED,AKRON,OH
247,quantifind inc,Data Scientist,135000,2015-03-08,2015-09-01,WITHDRAWN,MENLO PARK,CA
248,linkedin corporation,Senior Data Scientist,106000,2015-03-09,2015-09-08,CERTIFIED,MOUNTAIN VIEW,CA
249,maker studios inc,Associate Data Scientist,60000,2015-03-09,2015-09-01,CERTIFIED,CULVER CITY,CA
250,visible world inc,Data Scientist,127000,2015-03-09,2015-09-08,CERTIFIED,NEW YORK,NY
251,tripadvisor llc,Data Scientist,90000,2015-03-09,2015-09-01,CERTIFIED,NEWTON,MA
252,facebook inc,Data Scientist,140000,2015-03-09,2015-09-06,CERTIFIED,WASHINGTON,DC
253,everquote inc,Data Scientist,60000,2015-03-09,2015-09-06,CERTIFIED,CAMBRIDGE,MA
254,quantifind inc,Data Scientist,135000,2015-03-09,2015-09-01,CERTIFIED,MENLO PARK,CA
255,the new york times company,Data Scientist,115000,2015-03-09,2015-09-05,CERTIFIED,NEW YORK,NY
256,inovant llc,Data Scientist,87400,2015-03-09,2015-09-01,CERTIFIED,FOSTER CITY,CA
257,fpt usa corp,Data Scientist,87277,2015-03-09,2015-09-06,CERTIFIED,EL SEGUNDO,CA
258,everbank,Data Scientist,55550,2015-03-09,2015-09-08,CERTIFIED,JACKSONVILLE,FL
259,metamind inc,Senior Data Scientist,120000,2015-03-09,2015-09-05,CERTIFIED,PALO ALTO,CA
260,general electric company - ge global research center,Senior Data Scientist,125000,2015-03-09,2015-09-05,CERTIFIED,SAN RAMON,CA
