,employer,title,salary,submitDate,startDate,caseStatus,city,state
1869,medtronic inc,Senior Data Scientist,95172,2016-10-18,2017-01-17,CERTIFIED,NORTHRIDGE,CA
1870,microsoft corporation,Data Scientist,117000,2016-10-20,2017-04-19,CERTIFIED,BELLEVUE,WA
1871,viacom international services inc/viacom international inc,Senior Data Scientist,140000,2016-10-20,2016-10-31,CERTIFIED,NEW YORK,NY
1872,viacom international services inc/viacom international inc,Senior Data Scientist,140000,2016-10-20,2016-10-31,CERTIFIED,NEW YORK,NY
1873,the nielsen company (us) llc,Data Scientist,70000,2016-10-20,2016-10-25,CERTIFIED,OLDSMAR,FL
1874,the research institute at nationwide children's hospital,Data Scientist,87402,2016-10-20,2017-02-08,CERTIFIED,COLUMBUS,OH
1875,tradeshift inc,Senior Data Scientist,130000,2016-10-21,2016-10-31,CERTIFIED,SAN FRANCISCO,CA
1876,greylock mckinnon associates,Data Scientist,98500,2016-10-21,2016-11-07,CERTIFIED,WASHINGTON,DC
1877,first leads inc,Data Scientist,72100,2016-10-21,2016-10-21,CERTIFIED,EMERYVILLE,CA
1878,aetna life insurance company,Lead Data Scientist,155000,2016-10-21,2016-11-07,CERTIFIED,WELLESLEY,MA
1879,uber technologies inc,Data Scientist,101026,2016-10-24,2016-10-25,CERTIFIED,SAN FRANCISCO,CA
1880,advantage sales and marketing llc,Associate Data Scientist,82500,2016-10-24,2016-10-29,CERTIFIED,AUSTIN,TX
1881,tibco software inc,Data Scientist,95306,2016-10-25,2017-02-15,WITHDRAWN,PALO ALTO,CA
1882,it works inc,Data Scientist,90000,2016-10-25,2016-11-14,CERTIFIED,WASHINGTON,DC
1883,tibco software inc,Data Scientist,95306,2016-10-25,2017-02-15,CERTIFIED,PALO ALTO,CA
1884,wal-mart associates inc,Data Scientist,150000,2016-10-25,2016-11-08,CERTIFIED,SAN BRUNO,CA
1885,paypal inc,Data Scientist,140000,2016-10-25,2016-11-07,CERTIFIED,SAN JOSE,CA
1886,state farm mutual automobile insurance company,Data Scientist,112000,2016-10-26,2016-11-01,CERTIFIED,BLOOMINGTON,IL
1887,microsoft corporation,Data Scientist,133500,2016-10-26,2017-04-25,CERTIFIED,REDMOND,WA
1888,facebook inc,Data Scientist,140000,2016-10-26,2016-11-07,CERTIFIED,MENLO PARK,CA
1889,red beacon inc,Data Scientist,97822,2016-10-27,2016-11-04,CERTIFIED,FOSTER CITY,CA
1890,schlumberger technology corporation,Data Scientist,93000,2016-10-27,2016-12-01,CERTIFIED,HOUSTON,TX
1891,intuit inc,Data Scientist,110760,2016-10-27,2016-11-07,CERTIFIED,WOODLAND HILLS,CA
1892,immersion corporation,Data Scientist,110000,2016-10-27,2016-11-14,CERTIFIED,SAN JOSE,CA
1893,thoughtworks inc,Senior Data Scientist,103500,2016-10-27,2016-11-05,CERTIFIED,CHICAGO,IL
1894,philips lighting north america corporation,Data Scientist,122928,2016-10-31,2016-11-07,CERTIFIED,CAMBRIDGE,MA
1895,brighthouse services llc,Data Scientist,68400,2016-10-31,2016-11-01,WITHDRAWN,CHARLOTTE,NC
1896,jpmorgan chase & co,Associate Data Scientist,125000,2016-11-01,2016-11-21,CERTIFIED,NEW YORK,NY
1897,netflix inc,Senior Data Scientist,124675,2016-11-01,2017-05-01,CERTIFIED,LOS GATOS,CA
1898,vignet inc,Data Scientist,130000,2016-11-01,2016-11-08,CERTIFIED,FAIRFAX,VA
1899,microsoft corporation,Data Scientist,142200,2016-11-01,2017-04-30,CERTIFIED,REDMOND,WA
1900,golden rat studios llc,Data Scientist,100000,2016-11-02,2016-11-14,CERTIFIED,LOS ANGELES,CA
1901,golden rat studios llc,Data Scientist,100000,2016-11-02,2016-11-14,CERTIFIED,LOS ANGELES,CA
1902,microsoft corporation,Data Scientist,140000,2016-11-02,2016-11-14,CERTIFIED,REDMOND,WA
1903,twitter inc,Data Scientist,117083,2016-11-02,2017-05-01,WITHDRAWN,SAN FRANCISCO,CA
1904,twitter inc,Associate Data Scientist,95243,2016-11-02,2017-05-01,WITHDRAWN,SAN FRANCISCO,CA
1905,lyft inc,Data Scientist,124000,2016-11-03,2016-12-25,CERTIFIED,SAN FRANCISCO,CA
1906,microsoft corporation,Data Scientist,125000,2016-11-03,2017-05-01,CERTIFIED,REDMOND,WA
1907,microsoft corporation,Data Scientist,109500,2016-11-03,2017-04-30,CERTIFIED,REDMOND,WA
1908,microsoft corporation,Data Scientist,114000,2016-11-03,2017-05-01,CERTIFIED,CAMBRIDGE,MA
1909,bucksense inc,Lead Data Scientist,66685,2016-11-04,2016-11-11,CERTIFIED,NEW YORK,NY
1910,microsoft corporation,Data Scientist,117000,2016-11-04,2017-05-03,CERTIFIED,BELLEVUE,WA
1911,intel corporation,Data Scientist,97032,2016-11-04,2016-11-10,CERTIFIED,CHANDLER,AZ
1912,coffee meets bagel inc,Senior Data Scientist,141669,2016-11-04,2016-11-14,CERTIFIED,SAN FRANCISCO,CA
1913,microsoft corporation,Data Scientist,123700,2016-11-07,2017-05-07,CERTIFIED,REDMOND,WA
1914,homeawaycom inc,Senior Data Scientist,110000,2016-11-07,2016-11-21,CERTIFIED,AUSTIN,TX
1915,coffee meets bagel inc,Senior Data Scientist,141669,2016-11-07,2016-12-01,CERTIFIED,SAN FRANCISCO,CA
1916,twitter inc,Data Scientist,117083,2016-11-09,2017-05-08,CERTIFIED,SAN FRANCISCO,CA
1917,microsoft corporation,Data Scientist,105000,2016-11-09,2017-05-08,CERTIFIED,REDMOND,WA
1918,microsoft corporation,Data Scientist,123505,2016-11-09,2017-05-08,CERTIFIED,REDMOND,WA
1919,microsoft corporation,Data Scientist,130300,2016-11-09,2017-05-07,CERTIFIED,BELLEVUE,WA
1920,twitter inc,Associate Data Scientist,95243,2016-11-09,2017-05-08,CERTIFIED,SAN FRANCISCO,CA
1921,microsoft corporation,Data Scientist,138100,2016-11-10,2016-11-18,CERTIFIED,CAMBRIDGE,MA
1922,microwave telemetry inc,Data Scientist,80000,2016-11-10,2016-11-10,CERTIFIED,COLUMBIA,MD
1923,microsoft corporation,Data Scientist,125000,2016-11-10,2017-05-08,CERTIFIED,REDMOND,WA
1924,microwave telemetry inc,Data Scientist,80000,2016-11-10,2016-11-10,WITHDRAWN,COLUMBIA,MD
1925,microsoft corporation,Data Scientist,117163,2016-11-14,2017-05-11,CERTIFIED,REDMOND,WA
1926,rent the runway inc,Data Scientist,120000,2016-11-15,2016-11-15,CERTIFIED,NEW YORK,NY
1927,microsoft corporation,Data Scientist,114000,2016-11-16,2017-05-15,CERTIFIED,REDMOND,WA
1928,uber technologies inc,Data Scientist,115000,2016-11-16,2017-02-16,CERTIFIED,SAN FRANCISCO,CA
1929,honeywell international inc,Data Scientist,100000,2016-11-17,2016-11-28,CERTIFIED,ATLANTA,GA
1930,plymouth rock assurance corporation,Senior Data Scientist,84011,2016-11-17,2016-12-12,CERTIFIED,BOSTON,MA
1931,the boston consulting group inc,Senior Data Scientist,135000,2016-11-17,2017-01-02,CERTIFIED,LOS ANGELES,CA
1932,microsoft corporation,Data Scientist,106000,2016-11-17,2017-05-16,CERTIFIED,BELLEVUE,WA
1933,microsoft corporation,Data Scientist,125000,2016-11-17,2017-05-16,CERTIFIED,BELLEVUE,WA
1934,machine zone inc,Junior Data Scientist,72758,2016-11-18,2016-12-12,CERTIFIED,PALO ALTO,CA
1935,paypal inc,Associate Data Scientist,111878,2016-11-18,2017-05-13,CERTIFIED,SAN JOSE,CA
1936,microsoft corporation,Data Scientist,120000,2016-11-21,2017-05-17,CERTIFIED,REDMOND,WA
1937,ebay inc,Associate Data Scientist,111878,2016-11-21,2017-05-13,CERTIFIED,SAN JOSE,PA
1938,zb na,Data Scientist,110000,2016-11-21,2016-12-19,CERTIFIED,HOUSTON,TX
1939,microsoft corporation,Data Scientist,106000,2016-11-21,2017-05-18,CERTIFIED,REDMOND,WA
1940,microsoft corporation,Data Scientist,115000,2016-11-21,2017-05-17,CERTIFIED,REDMOND,WA
1941,microsoft corporation,Data Scientist,126000,2016-11-21,2017-05-18,CERTIFIED,REDMOND,WA
1942,california institute of technology/jet propulsion laboratory,Data Scientist,85696,2016-11-21,2017-02-16,CERTIFIED,PASADENA,CA
1943,facebook inc,Data Scientist,132300,2016-11-21,2016-12-05,CERTIFIED,NEW YORK,NY
1944,microsoft corporation,Data Scientist,114000,2016-11-21,2017-05-18,CERTIFIED,REDMOND,WA
1945,facebook inc,Data Scientist,115000,2016-11-23,2016-12-05,CERTIFIED,MENLO PARK,CA
1946,cymer llc,Data Scientist,87807,2016-11-23,2016-11-30,CERTIFIED,SAN DIEGO,CA
1947,ibm corporation,Data Scientist,112445,2016-11-23,2017-05-23,WITHDRAWN,SAN FRANCISCO,CA
1948,ebay inc,Associate Data Scientist,111878,2016-11-23,2017-05-13,CERTIFIED,SAN JOSE,CA
1949,te connectivity corporation,Data Scientist,63000,2016-11-28,2017-01-02,CERTIFIED,BERWYN,PA
1950,home depot usa inc,Data Scientist,118000,2016-11-28,2017-01-02,CERTIFIED,ATLANTA,GA
1951,square inc,Data Scientist,119642,2016-11-29,2016-12-06,CERTIFIED,SAN FRANCISCO,CA
1952,microsoft corporation,Senior Data Scientist,155000,2016-11-29,2016-12-12,CERTIFIED,BELLEVUE,WA
1953,chegg inc,Data Scientist,115000,2016-11-29,2017-05-28,CERTIFIED,SANTA CLARA,CA
1954,microsoft corporation,Data Scientist,115000,2016-11-29,2017-05-23,CERTIFIED,REDMOND,WA
1955,microsoft corporation,Data Scientist,127000,2016-11-29,2017-05-23,CERTIFIED,BELLEVUE,WA
1956,moneynet incorporated,Data Scientist,90000,2016-11-30,2016-12-13,CERTIFIED,NEW YORK,NY
1957,citilabs inc,Senior Data Scientist,91500,2016-11-30,2017-01-13,CERTIFIED,SACRAMENTO,CA
1958,t-mobile usa inc,Senior Data Scientist,120000,2016-11-30,2016-12-07,CERTIFIED,BELLEVUE,WA
1959,novartis institute for functional genomics inc,Data Scientist,93000,2016-11-30,2016-12-12,CERTIFIED,SAN DIEGO,CA
1960,feedzai inc,Data Scientist,75000,2016-12-01,2016-12-12,CERTIFIED,NEW YORK,NY
1961,microsoft corporation,Data Scientist,123000,2016-12-01,2017-06-01,CERTIFIED,REDMOND,WA
1962,stubhub inc,Associate Data Scientist,119454,2016-12-02,2017-05-21,CERTIFIED,SAN FRANCISCO,CA
1963,expedia inc,Data Scientist,69763,2016-12-02,2017-01-01,CERTIFIED,CHICAGO,IL
1964,citadel llc,Data Scientist,175000,2016-12-02,2016-12-19,CERTIFIED,CHICAGO,IL
1965,splunk inc,Data Scientist,135387,2016-12-02,2016-12-09,CERTIFIED,SAN JOSE,CA
1966,rga enterprise services company,Data Scientist,92000,2016-12-05,2016-12-19,CERTIFIED,CHESTERFIELD,MO
1967,the nielsen company (us) llc,Data Scientist,70000,2016-12-05,2016-12-07,CERTIFIED,OLDSMAR,FL
1968,the nielsen company (us) llc,Data Scientist,70000,2016-12-05,2016-12-07,CERTIFIED,OLDSMAR,FL
1969,facebook inc,Data Scientist,170000,2016-12-05,2016-12-19,CERTIFIED,SEATTLE,WA
1970,wal-mart associates inc,Associate Data Scientist,93100,2016-12-06,2017-01-16,CERTIFIED,BENTONVILLE,AR
1971,the nielsen company (us) llc,Senior Data Scientist,90000,2016-12-06,2016-12-13,CERTIFIED,COLUMBIA,MD
1972,ibm corporation,Staff Data Scientist,81900,2016-12-06,2017-06-06,CERTIFIED,DURHAM,NC
1973,ibm corporation,Staff Data Scientist,81900,2016-12-06,2017-06-06,CERTIFIED,DURHAM,NC
1974,paypal inc,Data Scientist,120000,2016-12-06,2017-06-02,CERTIFIED,SAN JOSE,CA
1975,university of virginia,Data Scientist,80000,2016-12-07,2016-12-30,CERTIFIED,CHARLOTTESVILLE,VA
1976,sirius xm radio inc,Senior Data Scientist,115000,2016-12-07,2016-12-12,CERTIFIED,IRVING,TX
1977,salesforcecom inc,Senior Data Scientist,119642,2016-12-07,2016-12-20,CERTIFIED,SAN FRANCISCO,CA
1978,uber technologies inc,Data Scientist,101026,2016-12-07,2016-12-13,WITHDRAWN,SAN FRANCISCO,CA
1979,godaddycom llc,Senior Data Scientist,120000,2016-12-07,2016-12-15,CERTIFIED,KIRKLAND,WA
1980,microsoft corporation,Data Scientist,135500,2016-12-07,2016-12-20,CERTIFIED,REDMOND,WA
1981,ebay inc,Data Scientist,95243,2016-12-07,2017-05-13,CERTIFIED,SAN JOSE,CA
1982,apple inc,Data Scientist,155000,2016-12-07,2016-12-19,CERTIFIED,CUPERTINO,CA
1983,microsoft corporation,Data Scientist,106000,2016-12-08,2017-06-06,CERTIFIED,BELLEVUE,WA
1984,uber technologies inc,Data Scientist,95000,2016-12-08,2016-12-14,CERTIFIED,NEW YORK,NY
1985,smartuq llc,Senior Data Scientist,95000,2016-12-09,2017-01-01,CERTIFIED,MADISON,WI
1986,nominum inc,Senior Data Scientist,160000,2016-12-09,2016-12-19,CERTIFIED,REDWOOD CITY,CA
1987,aetna life insurance company,Senior Data Scientist,110000,2016-12-09,2017-01-09,CERTIFIED,NEW YORK,NY
1988,twitter inc,Data Scientist,115000,2016-12-09,2017-06-07,CERTIFIED,SAN FRANCISCO,CA
1989,microsoft corporation,Data Scientist,115400,2016-12-09,2017-03-30,CERTIFIED,REDMOND,WA
1990,cape analytics inc,Data Scientist,140000,2016-12-09,2016-12-21,CERTIFIED,MOUNTAIN VIEW,CA
1991,progressive casualty insurance company,Data Scientist,105000,2016-12-12,2017-01-08,CERTIFIED,MAYFIELD HEIGHTS,OH
1992,fox cable network services llc,Data Scientist,150000,2016-12-13,2016-12-19,CERTIFIED,LOS ANGELES,CA
1993,datalog inc,Data Scientist,110000,2016-12-13,2017-01-01,CERTIFIED,SAN FRANCISCO,CA
1994,sap labs llc,Senior Data Scientist,150000,2016-12-13,2016-12-25,CERTIFIED,PALO ALTO,CA
1995,microsoft corporation,Senior Data Scientist,153544,2016-12-14,2017-05-05,CERTIFIED,BELLEVUE,WA
1996,uber technologies inc,Data Scientist,95000,2016-12-14,2016-12-19,CERTIFIED,NEW YORK,NY
1997,salesforcecom inc,Data Scientist,100402,2016-12-14,2017-06-15,CERTIFIED,SAN FRANCISCO,CA
1998,facebook inc,Data Scientist,135000,2016-12-14,2017-01-02,CERTIFIED,MENLO PARK,CA
1999,microsoft corporation,Data Scientist,129300,2016-12-15,2017-06-05,CERTIFIED,REDMOND,WA
2000,the methodist hospital,Data Scientist,85000,2016-12-15,2017-01-14,CERTIFIED,HOUSTON,TX
2001,uber technologies inc,Data Scientist,95000,2016-12-16,2016-12-19,CERTIFIED,SAN FRANCISCO,CA
2002,ebay inc,Associate Data Scientist,152000,2016-12-16,2017-05-13,CERTIFIED,SAN JOSE,CA
2003,cummins inc,Data Scientist,88000,2016-12-16,2017-01-02,WITHDRAWN,COLUMBUS,IN
2004,cummins inc,Data Scientist,88000,2016-12-16,2017-01-02,CERTIFIED,COLUMBUS,IN
2005,microsoft corporation,Data Scientist,145000,2016-12-16,2016-12-29,CERTIFIED,REDMOND,WA
2006,ebay inc,Associate Data Scientist,130000,2016-12-16,2017-05-20,CERTIFIED,SAN JOSE,CA
2007,microsoft corporation,Data Scientist,121369,2016-12-19,2017-06-16,CERTIFIED,REDMOND,WA
2008,intel corporation,Data Scientist,97032,2016-12-19,2017-05-07,CERTIFIED,CHANDLER,AZ
2009,lyft inc,Data Scientist,165000,2016-12-19,2017-01-16,CERTIFIED,SAN FRANCISCO,CA
2010,the nielsen company (us) llc,Lead Data Scientist,115000,2016-12-20,2016-12-23,CERTIFIED,NEW YORK,NY
2011,coupang global llc,Data Scientist,112200,2016-12-20,2016-12-27,CERTIFIED,PALO ALTO,CA
2012,the nielsen company (us) llc,Data Scientist,88000,2016-12-20,2016-12-26,CERTIFIED,NEW YORK,NY
2013,chegg inc,Data Scientist,120000,2016-12-21,2017-06-19,CERTIFIED,SANTA CLARA,CA
2014,florida international university,Data Scientist,75000,2016-12-21,2017-01-01,CERTIFIED,MIAMI,FL
2015,microsoft corporation,Data Scientist,133500,2016-12-21,2017-06-19,CERTIFIED,REDMOND,WA
2016,caterpillar inc,Senior Data Scientist,90996,2016-12-22,2017-01-30,CERTIFIED,CHAMPAIGN,IL
2017,nextev llc,Senior Data Scientist,145000,2016-12-22,2017-02-01,CERTIFIED,SAN JOSE,CA
2018,the boston consulting group inc,Data Scientist,120200,2016-12-23,2017-01-16,CERTIFIED,BOSTON,MA
2019,intel americas,Data Scientist,97032,2016-12-26,2017-05-07,CERTIFIED,CHANDLER,AZ
2020,cox automotive corporate services inc,Data Scientist,87413,2016-12-27,2017-01-02,CERTIFIED,ATLANTA,GA
2021,ancestrycom operations inc,Senior Data Scientist,160000,2016-12-27,2017-01-03,CERTIFIED,SAN FRANCISCO,CA
2022,microsoft corporation,Data Scientist,140000,2016-12-28,2017-06-20,CERTIFIED,REDMOND,WA
2023,facebook inc,Data Scientist,120000,2016-12-28,2017-06-16,CERTIFIED,MENLO PARK,CA
2024,facebook inc,Data Scientist,91500,2016-12-29,2017-06-22,CERTIFIED,MENLO PARK,CA
2025,facebook inc,Data Scientist,120000,2016-12-29,2017-06-22,CERTIFIED,MENLO PARK,CA
2026,microsoft corporation,Data Scientist,137000,2016-12-29,2017-06-20,CERTIFIED,BELLEVUE,WA
2027,uber technologies inc,Data Scientist,100402,2016-12-30,2017-01-03,CERTIFIED,SAN FRANCISCO,CA
2028,placeiq inc,Data Scientist,120000,2017-01-03,2017-01-28,CERTIFIED,NEW YORK,NY
2029,aetna life insurance company,Senior Data Scientist,140000,2017-01-03,2017-01-23,WITHDRAWN,WELLESLEY,MA
2030,uber technologies inc,Data Scientist,115000,2017-01-03,2017-01-06,CERTIFIED,SAN FRANCISCO,CA
2031,starbucks coffee company,Lead Data Scientist,111200,2017-01-03,2017-04-13,CERTIFIED,SEATTLE,WA
2032,aetna life insurance company,Senior Data Scientist,140000,2017-01-03,2017-01-23,WITHDRAWN,WELLESLEY,MA
2033,threatmetrix inc,Lead Data Scientist,160000,2017-01-03,2017-01-16,CERTIFIED,SAN JOSE,CA
2034,ebay inc,Data Scientist,150000,2017-01-03,2017-07-03,CERTIFIED,SAN JOSE,CA
2035,microsoft corporation,Data Scientist,112000,2017-01-04,2017-07-03,CERTIFIED,REDMOND,WA
2036,kayak software corporation,Senior Data Scientist,140000,2017-01-05,2017-01-25,CERTIFIED,CAMBRIDGE,MA
2037,google,Data Scientist,156000,2017-01-05,2017-01-12,CERTIFIED,SAN FRANCISCO,CA
2038,ibm corporation,Data Scientist,112445,2017-01-05,2017-07-05,CERTIFIED,SAN FRANCISCO,CA
2039,oracle america inc,Data Scientist,96304,2017-01-05,2017-01-10,CERTIFIED,BURLINGTON,MA
2040,home depot product authority llc,Senior Data Scientist,115000,2017-01-06,2017-01-30,CERTIFIED,AUSTIN,TX
2041,home depot product authority llc,Senior Data Scientist,115000,2017-01-06,2017-01-30,CERTIFIED,AUSTIN,TX
2042,lyft inc,Data Scientist,155000,2017-01-06,2017-01-30,CERTIFIED,SEATTLE,WA
2043,teradata operations inc,Data Scientist,134514,2017-01-09,2017-01-16,CERTIFIED,SAN DIEGO,CA
2044,uber technologies inc,Data Scientist,64958,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2045,uber technologies inc,Data Scientist,59987,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2046,uber technologies inc,Data Scientist,48734,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2047,uber technologies inc,Data Scientist,50315,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2048,uber technologies inc,Data Scientist,138923,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2049,uber technologies inc,Data Scientist,37482,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2050,uber technologies inc,Data Scientist,82430,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2051,uber technologies inc,Data Scientist,63814,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2052,uber technologies inc,Data Scientist,95035,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2053,uber technologies inc,Data Scientist,115211,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2054,uber technologies inc,Data Scientist,119454,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2055,uber technologies inc,Data Scientist,74859,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2056,uber technologies inc,Data Scientist,101026,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2057,uber technologies inc,Data Scientist,79581,2017-01-09,2017-06-01,WITHDRAWN,PITTSBURGH,PA
2058,uber technologies inc,Data Scientist,117083,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2059,uber technologies inc,Data Scientist,81349,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2060,uber technologies inc,Data Scientist,95243,2017-01-09,2017-06-01,WITHDRAWN,PALO ALTO,CA
2061,uber technologies inc,Data Scientist,100402,2017-01-09,2017-06-01,WITHDRAWN,SAN FRANCISCO,CA
2062,oracle america inc,Data Scientist,96304,2017-01-10,2017-01-10,CERTIFIED,BURLINGTON,MA
2063,microsoft corporation,Data Scientist,127000,2017-01-11,2017-07-10,CERTIFIED,REDMOND,WA
2064,paypal inc,Senior Data Scientist,151000,2017-01-11,2017-06-22,CERTIFIED,SAN JOSE,CA
2065,tile inc,Data Scientist,90000,2017-01-11,2017-07-06,CERTIFIED,SAN MATEO,CA
2066,shape security inc,Data Scientist,145000,2017-01-12,2017-01-12,CERTIFIED,MOUNTAIN VIEW,CA
2067,facebook inc,Data Scientist,130275,2017-01-12,2017-01-23,CERTIFIED,NEW YORK,NY
2068,microsoft corporation,Data Scientist,115000,2017-01-12,2017-07-08,CERTIFIED,REDMOND,WA
2069,uber technologies inc,Data Scientist,138923,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2070,uber technologies inc,Data Scientist,82430,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2071,uber technologies inc,Data Scientist,117083,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2072,uber technologies inc,Data Scientist,74859,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2073,uber technologies inc,Data Scientist,119454,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2074,uber technologies inc,Data Scientist,101026,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2075,uber technologies inc,Data Scientist,95035,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2076,uber technologies inc,Data Scientist,115211,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2077,caterpillar inc,Data Scientist,68000,2017-01-13,2017-01-30,CERTIFIED,MORTON,IL
2078,uber technologies inc,Data Scientist,95243,2017-01-13,2017-06-01,CERTIFIED,PALO ALTO,CA
2079,uber technologies inc,Data Scientist,63814,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2080,uber technologies inc,Data Scientist,37482,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2081,uber technologies inc,Data Scientist,100402,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2082,the boston consulting group inc,Data Scientist,86540,2017-01-13,2017-01-16,CERTIFIED,LOS ANGELES,CA
2083,uber technologies inc,Data Scientist,79581,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2084,uber technologies inc,Data Scientist,48734,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2085,uber technologies inc,Data Scientist,140000,2017-01-13,2017-01-17,CERTIFIED,SAN FRANCISCO,CA
2086,upstart network inc,Data Scientist,125000,2017-01-13,2017-07-12,CERTIFIED,SAN CARLOS,CA
2087,uber technologies inc,Data Scientist,81349,2017-01-13,2017-06-01,CERTIFIED,SAN FRANCISCO,CA
2088,uber technologies inc,Data Scientist,50315,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2089,uber technologies inc,Data Scientist,64958,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2090,uber technologies inc,Data Scientist,59987,2017-01-13,2017-06-01,CERTIFIED,PITTSBURGH,PA
2091,rentrak corporation,Data Scientist,75000,2017-01-17,2017-07-19,CERTIFIED,PORTLAND,OR
2092,spotify usa inc,Data Scientist,105000,2017-01-17,2017-03-01,CERTIFIED,NEW YORK,NY
2093,exabeam inc,Data Scientist,122000,2017-01-17,2017-07-19,CERTIFIED,SAN MATEO,CA
2094,ibm corporation,Data Scientist,111500,2017-01-17,2017-07-17,CERTIFIED,SOMMERS,NY
2095,ibm corporation,Data Scientist,111500,2017-01-17,2017-07-17,WITHDRAWN,SOMMERS,MA
2096,riot games inc,Associate Data Scientist,100214,2017-01-17,2017-03-17,CERTIFIED,LOS ANGELES,CA
2097,luxe valet inc,Data Scientist,110000,2017-01-18,2017-07-15,CERTIFIED,SAN FRANCISCO,CA
2098,microsoft corporation,Data Scientist,138100,2017-01-18,2017-03-16,CERTIFIED,REDMOND,WA
2099,uptake technologies inc,Data Scientist,90000,2017-01-18,2017-02-20,CERTIFIED,CHICAGO,IL
2100,microsoft corporation,Data Scientist,89586,2017-01-19,2017-01-30,CERTIFIED,REDMOND,WA
2101,soundcloud inc,Senior Data Scientist,90376,2017-01-19,2017-03-01,WITHDRAWN,LOS ANGELES,CA
2102,soundcloud inc,Senior Data Scientist,90376,2017-01-19,2017-03-01,CERTIFIED,LOS ANGELES,CA
2103,truemotion inc,Data Scientist,90000,2017-01-19,2017-07-19,CERTIFIED,BOSTON,MA
2104,partners healthcare,Data Scientist,120000,2017-01-20,2017-02-27,CERTIFIED,BOSTON,MA
2105,welocalize inc,Data Scientist,115000,2017-01-20,2017-07-21,WITHDRAWN,NEW YORK,NY
2106,servicenow inc,Data Scientist,100485,2017-01-20,2017-07-19,CERTIFIED,SAN DIEGO,CA
2107,salesforcecom inc,Data Scientist,138507,2017-01-20,2017-07-20,CERTIFIED,SAN FRANCISCO,CA
2108,insurance services office inc,Associate Data Scientist,85000,2017-01-23,2017-02-06,CERTIFIED,SAN FRANCISCO,CA
2109,apple inc,Data Scientist,120000,2017-01-23,2017-07-21,CERTIFIED,CUPERTINO,CA
2110,microsoft corporation,Data Scientist,124000,2017-01-24,2017-07-19,CERTIFIED,REDMOND,WA
2111,pivotal software inc,Data Scientist,108000,2017-01-24,2017-07-24,CERTIFIED,NEW YORK,NY
2112,microsoft corporation,Data Scientist,107000,2017-01-24,2017-07-19,CERTIFIED,BELLEVUE,WA
2113,chegg inc,Senior Data Scientist,135000,2017-01-24,2017-07-24,CERTIFIED,SAN FRANCISCO,CA
2114,microsoft corporation,Data Scientist,142500,2017-01-24,2017-07-23,CERTIFIED,REDMOND,WA
2115,microsoft corporation,Data Scientist,107000,2017-01-24,2017-07-19,CERTIFIED,REDMOND,WA
2116,kohl's department stores inc,Staff Data Scientist,169749,2017-01-25,2017-07-27,CERTIFIED,MILPITAS,CA
2117,early warning services llc,Associate Data Scientist,57366,2017-01-25,2017-07-23,CERTIFIED,SCOTTSDALE,AZ
2118,microsoft corporation,Data Scientist,131440,2017-01-25,2017-07-24,CERTIFIED,SUNNYVALE,CA
2119,yashi inc,Junior Data Scientist,75000,2017-01-25,2017-01-30,CERTIFIED,NEW YORK,NY
2120,exabeam inc,Data Scientist,122000,2017-01-25,2017-07-27,CERTIFIED,SAN MATEO,CA
2121,kohl's department stores inc,Staff Data Scientist,169749,2017-01-25,2017-07-27,CERTIFIED,MILPITAS,CA
