,employer,title,salary,submitDate,startDate,caseStatus,city,state
4998,unity health care inc,Data Analyst,92908,2017-08-30,2018-01-23,CERTIFIED,WASHINGTON,DC
4999,spectra group inc,Data Analyst,80000,2017-08-30,2017-08-30,CERTIFIED,PLANO,TX
5000,capgemini america inc,Data Analyst,72300,2017-08-30,2017-08-30,CERTIFIED,ATLANTA,GA
5001,fedex corporate services inc,Associate Data Analyst,55411,2017-08-30,2017-09-01,CERTIFIED,MEMPHIS,TN
5002,softcrylic llc,Senior Data Analyst,79227,2017-08-31,2018-01-27,CERTIFIED,NEW YORK,NY
5003,aspyretech inc,Data Analyst,78000,2017-09-01,2017-09-05,CERTIFIED,DUNWOODY,GA
5004,genesis research llc,Data Analyst,96000,2017-09-01,2017-09-17,CERTIFIED,HOBOKEN,NJ
5005,marshfield clinic,Data Analyst,51646,2017-09-01,2017-10-01,CERTIFIED,MARSHFIELD,WI
5006,genesis research llc,Data Analyst,97500,2017-09-01,2017-09-17,WITHDRAWN,HOBOKEN,NJ
5007,genesis research llc,Data Analyst,97500,2017-09-01,2017-09-17,WITHDRAWN,HOBOKEN,NJ
5008,capital one services llc,Senior Data Analyst,80000,2017-09-01,2017-09-25,CERTIFIED,RICHMOND,VA
5009,genesis research llc,Data Analyst,97500,2017-09-01,2017-09-17,CERTIFIED,HOBOKEN,NJ
5010,diversant llc,Data Analyst,76000,2017-09-05,2017-09-11,CERTIFIED,CHARLOTTE,NC
5011,renee systems inc,Data Analyst,85000,2017-09-05,2017-09-12,CERTIFIED,BALTIMORE,MD
5012,capgemini america inc,Data Analyst,74818,2017-09-05,2017-09-05,CERTIFIED,ARLINGTON HEIGHTS,IL
5013,inovalon inc,Senior Data Analyst,100000,2017-09-05,2017-09-18,CERTIFIED,BOWIE,MD
5014,boomerang commerce inc,Senior Data Analyst,114114,2017-09-06,2017-09-06,CERTIFIED,CHICAGO,IL
5015,vertucom inc,Data Analyst,87160,2017-09-07,2017-09-07,CERTIFIED,PLANO,TX
5016,bgi group inc,Data Analyst,60000,2017-09-07,2017-10-01,CERTIFIED,PEACHTREE CORNERS,GA
5017,nixsol inc,Data Analyst,72000,2017-09-07,2017-09-15,CERTIFIED,RENSSELAER,NY
5018,ads alliance data systems inc,Data Analyst,70000,2017-09-08,2017-09-08,CERTIFIED,ATLANTA,GA
5019,etechnologies inc,Data Analyst,68598,2017-09-11,2017-09-18,CERTIFIED,NORTHBROOK,IL
5020,logicatechinc,Data Analyst,78000,2017-09-12,2017-09-18,CERTIFIED,RICHMOND,VA
5021,mckinsey & company inc united states,Senior Data Analyst,94000,2017-09-12,2017-10-13,CERTIFIED,WALTHAM,MA
5022,dynamic access systems inc,Data Analyst,75000,2017-09-12,2017-10-11,CERTIFIED,IRVING,TX
5023,dynamic access systems inc,Data Analyst,75000,2017-09-12,2017-09-16,CERTIFIED,IRVING,TX
5024,dynamic access systems inc,Data Analyst,75000,2017-09-12,2017-10-11,WITHDRAWN,IRVING,TX
5025,boston medical center corporation,Data Analyst,55200,2017-09-12,2018-01-01,CERTIFIED,BOSTON,MA
5026,capgemini america inc,Data Analyst,72300,2017-09-13,2017-09-13,CERTIFIED,VAN BUREN TWP,MI
5027,capital one services llc,Senior Data Analyst,80000,2017-09-13,2017-10-02,CERTIFIED,RICHMOND,VA
5028,lex nimble solutions inc,Data Analyst,83600,2017-09-13,2017-09-21,CERTIFIED,SCHAUMBURG,IL
5029,scripps networks llc,Senior Data Analyst,103883,2017-09-14,2018-02-27,CERTIFIED,KNOXVILLE,TN
5030,mount sinai hospital,Senior Data Analyst,80870,2017-09-14,2017-10-02,CERTIFIED,NEW YORK,NY
5031,capgemini america inc,Data Analyst,89100,2017-09-14,2017-09-14,CERTIFIED,HANOVER,MD
5032,capital one services ii llc,Principal Data Analyst,99300,2017-09-15,2017-11-06,CERTIFIED,CHICAGO,IL
5033,capital one national association,Principal Data Analyst,90300,2017-09-15,2017-10-01,CERTIFIED,PLANO,TX
5034,virtue group llc,Data Analyst,72300,2017-09-18,2017-10-17,CERTIFIED,ALPHARETTA,GA
5035,chateck inc,Data Analyst,57000,2017-09-18,2017-10-01,CERTIFIED,BELLEVUE,WA
5036,bmt scientific marine services inc,Senior Data Analyst,113589,2017-09-18,2017-10-30,CERTIFIED,HOUSTON,TX
5037,capgemini america inc,Data Analyst,72300,2017-09-19,2017-09-19,CERTIFIED,CINCINNATI,OH
5038,vedicsoft solutions llc,Data Analyst,86653,2017-09-19,2017-10-01,CERTIFIED,PHILADELPHIA,PA
5039,homeawaycom inc,Senior Data Analyst,100000,2017-09-19,2018-02-28,CERTIFIED,AUSTIN,TX
5040,capgemini america inc,Data Analyst,72300,2017-09-19,2017-09-19,CERTIFIED,FRANKLIN LAKES,NJ
5041,capgemini america inc,Data Analyst,76800,2017-09-20,2017-09-20,CERTIFIED,HOUSTON,TX
5042,mypizza technologies inc,Data Analyst,80000,2017-09-20,2017-09-27,CERTIFIED,NEW YORK,NY
5043,capgemini america inc,Data Analyst,72300,2017-09-21,2017-09-21,CERTIFIED,GRAND RAPIDS,MI
5044,personalized beauty discovery inc,Senior Data Analyst,101587,2017-09-21,2017-09-28,CERTIFIED,SAN MATEO,CA
5045,university of illinois,Data Analyst,85000,2017-09-22,2018-01-19,CERTIFIED,URBANA,IL
5046,capgemini america inc,Data Analyst,72300,2017-09-22,2017-09-22,CERTIFIED,GRAND RAPIDS,MI
5047,econtenti inc,Data Analyst,83320,2017-09-25,2017-09-30,CERTIFIED,EDISON,NM
5048,bmt scientific marine services inc,Senior Data Analyst,110178,2017-09-26,2016-11-15,DENIED,HOUSTON,TX
5049,capgemini america inc,Data Analyst,72300,2017-09-26,2017-09-26,CERTIFIED,ATLANTA,GA
5050,dia styling inc,Data Analyst,80000,2017-09-27,2017-10-05,CERTIFIED,LOS ANGELES,CA
5051,grapnel tech services llc,Data Analyst,82500,2017-09-28,2017-09-28,CERTIFIED,WASHINGTON,DC
5052,capital one services llc,Principal Data Analyst,80000,2017-09-29,2018-03-30,CERTIFIED,RICHMOND,VA
5053,computer global solutions inc,Data Analyst,91000,2017-10-02,2017-10-10,CERTIFIED,HOUSTON,TX
5054,computer global solutions inc,Data Analyst,95000,2017-10-02,2018-01-13,CERTIFIED,PLANO,TX
5055,computer global solutions inc,Data Analyst,90000,2017-10-02,2017-10-10,CERTIFIED,HOUSTON,TX
5056,computer global solutions inc,Data Analyst,95000,2017-10-02,2018-01-13,CERTIFIED,SYOSSET,NY
5057,computer global solutions inc,Data Analyst,95000,2017-10-02,2018-01-13,CERTIFIED,HICKSVILLE,NY
5058,conflux systems inc,Data Analyst,80000,2017-10-03,2017-10-03,CERTIFIED,ALPHARETTA,GA
5059,ageatia technology consultancy services inc,Data Analyst,74818,2017-10-03,2017-10-03,CERTIFIED,SCHAUMBURG,IL
5060,randstad technologies llc,Senior Data Analyst,103400,2017-10-04,2017-10-23,CERTIFIED,CHARLOTTE,NC
5061,capital one national association,Principal Data Analyst,106600,2017-10-04,2017-10-23,CERTIFIED,NEW YORK,NY
5062,roku inc,Data Analyst,150000,2017-10-04,2017-10-30,CERTIFIED,LOS GATOS,CA
5063,standard & poor's financial services llc,Associate Data Analyst,133141,2017-10-05,2018-04-01,CERTIFIED,NEW YORK,NY
5064,bell info solutions llc,Data Analyst,63000,2017-10-05,2017-10-12,CERTIFIED,MEMPHIS,TN
5065,capgemini america inc,Data Analyst,72300,2017-10-05,2017-10-05,CERTIFIED,INDEPENDENCE,OH
5066,bell info solutions llc,Data Analyst,65000,2017-10-05,2017-10-12,CERTIFIED,MEMPHIS,TN
5067,randstad technologies llc,Data Analyst,125000,2017-10-06,2017-10-23,CERTIFIED,CHARLOTTE,NC
5068,rang technologies inc,Data Analyst,77646,2017-10-06,2017-10-16,CERTIFIED,WASHINGTON,DC
5069,capgemini america inc,Data Analyst,69701,2017-10-09,2017-10-10,CERTIFIED,JERSEY CITY,NJ
5070,capgemini america inc,Associate Data Analyst,60000,2017-10-09,2017-10-10,CERTIFIED,ARLINGTON HEIGHTS,IL
5071,capital one services llc,Senior Data Analyst,91700,2017-10-10,2017-10-23,CERTIFIED,NEW YORK,NY
5072,prospect infosys inc,Data Analyst,75000,2017-10-11,2017-10-30,CERTIFIED,CHESTERFIELD,MO
5073,sliq information technologies inc,Data Analyst,86750,2017-10-11,2017-10-16,CERTIFIED,RESTON,VA
5074,e*trade financial corporation,Lead Data Analyst,115000,2017-10-11,2018-04-03,CERTIFIED,JERSEY CITY,NJ
5075,mufg union bank na,Lead Data Analyst,144500,2017-10-11,2018-02-16,CERTIFIED,JERSEY CITY,NJ
5076,enjoy technology inc,Data Analyst,150000,2017-10-11,2017-10-20,CERTIFIED,MENLO PARK,CA
5077,capgemini america inc,Data Analyst,72300,2017-10-11,2017-10-11,CERTIFIED,MELBOURNE,FL
5078,sysintelli inc,Data Analyst,97000,2017-10-12,2017-10-23,CERTIFIED,ATLANTA,GA
5079,capital one national association,Senior Data Analyst,91000,2017-10-13,2017-10-23,CERTIFIED,MCLEAN,VA
5080,applied thought auditors & consultants inc,Data Analyst,92019,2017-10-13,2017-10-23,CERTIFIED,RESTON,VA
5081,capgemini america inc,Data Analyst,72300,2017-10-16,2017-10-16,CERTIFIED,ATLANTA,GA
5082,neo prism solutions llc,Data Analyst,74818,2017-10-17,2017-10-17,CERTIFIED,SCHAUMBURG,IL
5083,spin analytics and strategy llc,Data Analyst,105000,2017-10-17,2017-10-30,CERTIFIED,NASHVILLE,TN
5084,capital one services llc,Principal Data Analyst,90300,2017-10-17,2017-11-13,CERTIFIED,RICHMODN,VA
5085,hubspot inc,Data Analyst,120000,2017-10-18,2017-10-30,CERTIFIED,CAMBRIDGE,MA
5086,keen 360 inc,Lead Data Analyst,135000,2017-10-18,2017-10-24,CERTIFIED,LANGHORNE,PA
5087,cinergy technology inc,Senior Data Analyst,120000,2017-10-18,2017-10-18,CERTIFIED,HERNDON,VA
5088,microsoft corporation,Data Analyst,133700,2017-10-19,2018-04-11,CERTIFIED,BELLEVUE,WA
5089,kalven technologies inc,Data Analyst,74818,2017-10-19,2018-01-14,CERTIFIED,SCHAUMBURG,IL
5090,horizon softech inc,Data Analyst,85000,2017-10-19,2018-02-01,CERTIFIED,ATLANTA,GA
5091,fidelity service company inc,Principal Data Analyst,95971,2017-10-19,2018-03-02,CERTIFIED,WESTLAKE,TX
5092,creatus inc,Data Analyst,120000,2017-10-19,2017-10-23,CERTIFIED,CULVER CITY,CA
5093,capgemini america inc,Data Analyst,74900,2017-10-23,2017-10-23,CERTIFIED,OAK BROOK,IL
5094,capgemini america inc,Data Analyst,76800,2017-10-23,2017-10-23,CERTIFIED,ELK GROVE VILLAGE,IL
5095,capgemini america inc,Data Analyst,74900,2017-10-23,2017-10-23,CERTIFIED,OAK BROOK,IL
5096,capital one services llc,Senior Data Analyst,80000,2017-10-23,2017-11-13,CERTIFIED,RICHMOND,VA
5097,target enterprise inc,Senior Data Analyst,103043,2017-10-23,2017-10-30,CERTIFIED,MINNEAPOLIS,MN
5098,capital one national association,Senior Data Analyst,91000,2017-10-23,2017-11-13,CERTIFIED,MCLEAN,VA
5099,luxoft usa inc,Data Analyst,88000,2017-10-23,2018-03-14,CERTIFIED,KIRKLAND,WA
5100,kreeyaa llc,Data Analyst,70283,2017-10-24,2017-11-01,CERTIFIED,CHANTILLY,VA
5101,vedicsoft solutions llc,Data Analyst,86403,2017-10-25,2017-11-13,CERTIFIED,HERNDON,VA
5102,nam technologies inc,Data Analyst,80000,2017-10-25,2017-10-30,DENIED,ALPHARETTA,GA
5103,blue cross and blue shield of kansas city,Data Analyst,85000,2017-10-25,2017-11-20,CERTIFIED,KANSAS CITY,MO
5104,sysintelli inc,Data Analyst,97000,2017-10-26,2017-11-02,CERTIFIED,ATLANTA,GA
5105,nam technologies inc,Data Analyst,82500,2017-10-26,2017-10-30,CERTIFIED,ALPHARETTA,GA
5106,e*trade financial corporation,Lead Data Analyst,127878,2017-10-26,2018-04-03,CERTIFIED - WITHDRAWN,JERSEY CITY,NJ
5107,e*trade financial corporation,Lead Data Analyst,127878,2017-10-26,2018-04-03,CERTIFIED,JERSEY CITY,NJ
5108,california creative solutions inc,Data Analyst,60000,2017-10-26,2017-11-06,CERTIFIED,COSTA MESA,CA
5109,capital one national association,Principal Data Analyst,90300,2017-10-26,2018-02-23,CERTIFIED,RICHMOND,VA
5110,capgemini america inc,Data Analyst,74900,2017-10-26,2017-10-26,CERTIFIED,MONTEREY PARK,CA
5111,nvidia corporation,Data Analyst,103516,2017-10-27,2017-10-30,CERTIFIED,SANTA CLARA,CA
5112,capgemini america inc,Data Analyst,72300,2017-10-27,2017-10-27,CERTIFIED,NEW YORK,NY
5113,albert einstein college of medicine inc,Data Analyst,60070,2017-10-27,2017-12-01,CERTIFIED,BRONX,NY
5114,data plus math corporation,Data Analyst,85000,2017-10-27,2017-11-06,CERTIFIED,BOSTON,MA
5115,capgemini america inc,Data Analyst,72300,2017-10-27,2017-10-27,CERTIFIED,ATLANTA,GA
5116,nvidia corporation,Data Analyst,103516,2017-10-27,2017-10-30,CERTIFIED,SANTA CLARA,CA
5117,capgemini america inc,Data Analyst,72900,2017-10-30,2017-10-30,CERTIFIED,SAN ANTONIO,TX
5118,the gap inc,Data Analyst,139277,2017-10-31,2017-11-15,CERTIFIED,SAN FRANCISCO,CA
5119,uber technologies inc,Data Analyst,129106,2017-10-31,2017-11-07,CERTIFIED,SAN FRANCISCO,CA
5120,capital one services llc,Senior Data Analyst,80000,2017-10-31,2017-11-09,CERTIFIED,RICHMOND,VA
5121,arbormetrix inc,Data Analyst,57470,2017-11-01,2017-11-15,CERTIFIED,ANN ARBOR,MI
5122,microsoft corporation,Data Analyst,138724,2017-11-01,2018-04-19,CERTIFIED,REDMOND,WA
5123,logic planet inc,Data Analyst,69701,2017-11-02,2017-11-06,CERTIFIED,NEW YORK,NY
5124,verscend technologies inc,Senior Data Analyst,81100,2017-11-02,2018-01-05,WITHDRAWN,BLOOMINGTON,MN
5125,sunsoft solutions inc,Data Analyst,72500,2017-11-02,2017-11-06,CERTIFIED,ALPHARETTA,GA
5126,the degge group ltd,Data Analyst,75425,2017-11-02,2017-11-15,CERTIFIED,FAIRFAX,VA
5127,verscend technologies inc,Senior Data Analyst,81100,2017-11-02,2018-01-05,CERTIFIED,BLOOMINGTON,MN
5128,uber technologies inc,Data Analyst,92955,2017-11-02,2017-11-08,CERTIFIED,SAN FRANCISCO,CA
5129,global touchpoints inc duns# 13-8058305,Data Analyst,120000,2017-11-03,2017-11-13,CERTIFIED,MOUNTAIN VIEW,CA
5130,capital one services llc,Senior Data Analyst,91000,2017-11-03,2017-11-12,CERTIFIED,MCLEAN,VA
5131,academy mortgage corporation,Data Analyst,60000,2017-11-03,2017-11-20,CERTIFIED,DRAPER,UT
5132,jc penney corporation inc,Data Analyst,96845,2017-11-03,2017-11-27,CERTIFIED,PLANO,TX
5133,iconsoft inc,Data Analyst,98000,2017-11-06,2018-01-08,CERTIFIED,BOSTON,MA
5134,capgemini america inc,Data Analyst,74900,2017-11-07,2017-11-07,CERTIFIED,OVERLAND PARK,KS
5135,california creative solutions inc,Data Analyst,62140,2017-11-08,2017-11-20,CERTIFIED,DES MOINES,IA
5136,california creative solutions inc,Data Analyst,62140,2017-11-08,2017-11-16,WITHDRAWN,DES MOINES,IA
5137,microsoft corporation,Data Analyst,129500,2017-11-08,2018-05-03,CERTIFIED,REDMOND,WA
5138,orpine inc,Data Analyst,74734,2017-11-08,2017-11-13,WITHDRAWN,MATHER,CA
5139,autotradercom inc,Data Analyst,119059,2017-11-09,2017-11-20,CERTIFIED,REDWOOD CITY,CA
5140,capgemini america inc,Data Analyst,72300,2017-11-09,2017-11-09,CERTIFIED,ATLANTA,GA
5141,audible inc,Senior Data Analyst,110000,2017-11-09,2017-11-13,CERTIFIED,NEWARK,NJ
5142,nvidia corporation,Data Analyst,103516,2017-11-10,2017-11-13,CERTIFIED,SANTA CLARA,CA
5143,judge technical services inc,Data Analyst,139880,2017-11-10,2017-11-20,CERTIFIED,LONE TREE,CO
5144,edge it corp,Data Analyst,75000,2017-11-10,2018-03-30,CERTIFIED,SACRAMENTO,CA
5145,doordash inc,Data Analyst,110000,2017-11-10,2017-11-27,CERTIFIED,SAN FRANCISCO,CA
5146,nvidia corporation,Data Analyst,103516,2017-11-10,2017-11-13,CERTIFIED,SANTA CLARA,CA
5147,capgemini america inc,Data Analyst,72300,2017-11-10,2017-11-10,CERTIFIED,CINCINNATI,OH
5148,american institutes for research,Data Analyst,69576,2017-11-10,2017-11-16,CERTIFIED,WASHINGTON,DC
5149,uber technologies inc,Data Analyst,92955,2017-11-13,2017-11-20,CERTIFIED,SAN FRANCISCO,CA
5150,resource logistics inc,Senior Data Analyst,96000,2017-11-13,2018-01-01,CERTIFIED,AUSTIN,TX
5151,capgemini america inc,Senior Data Analyst,89600,2017-11-14,2017-11-14,CERTIFIED,READING,PA
5152,questpay inc,Data Analyst,70000,2017-11-14,2017-11-22,CERTIFIED,CHICAGO,IL
5153,sojern inc,Lead Data Analyst,120000,2017-11-15,2017-12-06,CERTIFIED,SAN FRANCISCO,CA
5154,randstad technologies llc,Senior Data Analyst,115000,2017-11-15,2017-12-19,CERTIFIED,CHARLOTTE,NC
5155,questpay inc,Data Analyst,70000,2017-11-15,2017-11-22,CERTIFIED,OAK BROOK,IL
5156,talentech consulting llc,Data Analyst,60000,2017-11-16,2017-11-16,CERTIFIED,MONMOUTH JUNCTION,NJ
5157,talentech consulting llc,Data Analyst,65000,2017-11-16,2017-11-16,CERTIFIED,MONMOUTH JUNCTION,NJ
5158,expedent corp,Data Analyst,67018,2017-11-17,2017-11-27,WITHDRAWN,ALBANY,NY
5159,expedent corp,Data Analyst,67018,2017-11-17,2017-11-27,CERTIFIED,ALBANY,NY
5160,insys group inc,Data Analyst,86653,2017-11-17,2017-11-21,CERTIFIED,LONG ISLAND CITY,NY
5161,coupang global llc,Data Analyst,100000,2017-11-20,2017-12-11,CERTIFIED,MOUNTAIN VIEW,CA
5162,capgemini america inc,Associate Data Analyst,60000,2017-11-20,2017-11-20,CERTIFIED,RIVERWOODS,IL
5163,california creative solutions inc,Data Analyst,60000,2017-11-20,2017-12-01,CERTIFIED,COSTA MESA,CA
5164,erp cloud technologies llc,Data Analyst,83000,2017-11-20,2017-11-27,WITHDRAWN,NEWARK,NJ
5165,system soft technologies llc,Data Analyst,83000,2017-11-20,2017-11-27,CERTIFIED,NEWARK,NJ
5166,texas tech university health sciences center el paso,Lead Data Analyst,52024,2017-11-20,2018-01-01,CERTIFIED,EL PASO,TX
5167,capital one services ii llc,Senior Data Analyst,73000,2017-11-20,2018-04-05,CERTIFIED,MCLEAN,VA
5168,slk america inc,Data Analyst,69826,2017-11-20,2017-11-20,CERTIFIED,BUFFALO,NY
5169,capgemini america inc,Associate Data Analyst,60000,2017-11-21,2017-11-27,CERTIFIED,ARLINGTON HEIGHTS,IL
5170,comsortinc,Data Analyst,65000,2017-11-21,2017-11-27,CERTIFIED,BELLEVUE,WA
5171,ferguson consulting inc,Data Analyst,90000,2017-11-21,2017-11-28,CERTIFIED,CHESTERFIELD,MO
5172,ferguson consulting inc,Data Analyst,90000,2017-11-21,2017-11-28,CERTIFIED,MARYLAND HEIGHTS,MO
5173,erp cloud technologies llc,Data Analyst,83000,2017-11-21,2017-11-28,CERTIFIED,NEWARK,NJ
5174,lyft inc,Senior Data Analyst,180000,2017-11-21,2018-01-08,CERTIFIED,SAN FRANCISCO,CA
5175,sann it solutions,Data Analyst,74500,2017-11-22,2017-11-22,CERTIFIED,DURHAM,NC
5176,bytefield inc,Data Analyst,74500,2017-11-22,2017-11-22,CERTIFIED,DURHAM,NC
5177,bridg inc,Associate Data Analyst,62500,2017-11-23,2017-12-04,WITHDRAWN,LOS ANGELES,CA
5178,diversant llc,Data Analyst,83320,2017-11-27,2017-12-04,WITHDRAWN,NEW YORK,NY
5179,datametrics software systems inc,Data Analyst,87000,2017-11-27,2017-11-27,CERTIFIED,NEW YORK,NY
5180,hire it people,Data Analyst,90000,2017-11-27,2017-12-11,CERTIFIED,INDIANAPOLIS,IN
5181,xavier university of louisiana,Data Analyst,75000,2017-11-27,2017-12-01,CERTIFIED,NEW ORLEANS,LA
5182,teksystems inc,Data Analyst,77340,2017-11-27,2017-11-28,CERTIFIED,DEARBORN,MI
5183,resource logistics inc,Senior Data Analyst,96000,2017-11-28,2017-12-05,CERTIFIED,AUSTIN,TX
5184,bridg inc,Associate Data Analyst,62500,2017-11-28,2017-12-04,CERTIFIED,LOS ANGELES,CA
5185,lyft inc,Senior Data Analyst,160000,2017-11-29,2018-01-15,CERTIFIED,SAN FRANCISCO,CA
5186,capgemini america inc,Senior Data Analyst,92518,2017-11-29,2017-12-04,CERTIFIED,ARLINGTON HEIGHTS,IL
5187,jpmorgan chase & co,Senior Data Analyst,112200,2017-11-29,2018-04-02,CERTIFIED,SEATTLE,WA
5188,zillow inc,Data Analyst,81600,2017-11-29,2018-01-08,CERTIFIED,SEATTLE,WA
5189,capgemini america inc,Senior Data Analyst,89600,2017-11-29,2017-11-29,CERTIFIED,ATLANTA,GA
5190,iblesoft incduns#791327054,Data Analyst,72000,2017-11-29,2017-12-11,CERTIFIED,HENRICO,VA
5191,coupang global llc,Data Analyst,100000,2017-11-29,2017-12-11,CERTIFIED,MOUNTAIN VIEW,CA
5192,capgemini america inc,Senior Data Analyst,89600,2017-11-29,2017-11-29,CERTIFIED,ATLANTA,GA
5193,uber technologies inc,Data Analyst,92955,2017-11-29,2017-12-06,CERTIFIED,SAN FRANCISCO,CA
5194,vastika inc,Data Analyst,87200,2017-11-29,2017-12-11,CERTIFIED,INDIANAPOLIS,IN
5195,vastika inc,Data Analyst,87200,2017-11-29,2017-12-11,CERTIFIED,INDIANAPOLIS,IN
5196,capgemini america inc,Senior Data Analyst,89600,2017-11-30,2017-11-30,CERTIFIED,ORLANDO,FL
5197,ptc inc,Senior Data Analyst,96000,2017-11-30,2017-12-18,CERTIFIED,NEEDHAM,MA
5198,insys group inc,Data Analyst,86653,2017-11-30,2017-12-18,CERTIFIED,LONG ISLAND CITY,NY
5199,advansoft international inc,Senior Data Analyst,76000,2017-11-30,2017-11-30,CERTIFIED,COLUMBUS,OH
5200,bell info solutions llc,Data Analyst,81600,2017-12-01,2017-12-01,CERTIFIED,SAN RAMON,CA
5201,addepar inc,Data Analyst,110000,2017-12-01,2017-12-18,CERTIFIED,MOUNTAIN VIEW,CA
5202,mckesson corporation,Data Analyst,75000,2017-12-04,2017-12-18,CERTIFIED,RICHMOND,VA
5203,dsfederal inc,Data Analyst,44762,2017-12-04,2017-12-27,WITHDRAWN,ROCKVILLE,MD
5204,deepcast llc,Data Analyst,78000,2017-12-04,2018-01-02,CERTIFIED,HOUSTON,TX
5205,capital one services ii llc,Senior Data Analyst,85500,2017-12-05,2018-02-28,CERTIFIED,ROLLING MEADOWS,IL
5206,system soft technologies llc,Data Analyst,110000,2017-12-05,2018-02-18,CERTIFIED,MCLEAN,VA
5207,capital one national association,Senior Data Analyst,91000,2017-12-05,2017-12-18,CERTIFIED,VIENNA,VA
5208,capgemini america inc,Data Analyst,74818,2017-12-05,2017-12-11,CERTIFIED,ARLINGTON HEIGHTS,IL
5209,capgemini america inc,Data Analyst,72300,2017-12-05,2017-12-05,CERTIFIED,COLUMBUS,OH
5210,marketshare partners llc,Senior Data Analyst,79622,2017-12-06,2017-12-11,CERTIFIED,SAN DIEGO,CA
5211,sarkit inc,Data Analyst,102000,2017-12-06,2017-12-13,CERTIFIED,OMAHA,NE
5212,microsoft corporation,Data Analyst,130000,2017-12-07,2017-12-18,CERTIFIED,REDMOND,WA
5213,quotient technology inc,Data Analyst,95000,2017-12-07,2017-12-18,CERTIFIED,MOUNTAIN VIEW,CA
5214,rutgers the state university of new jersey,Senior Data Analyst,84010,2017-12-11,2018-01-15,DENIED,NEW BRUNSWICK,NJ
5215,servicenow inc,Senior Data Analyst,109387,2017-12-12,2018-01-08,CERTIFIED,SAN DIEGO,CA
5216,rutgers the state university of new jersey,Senior Data Analyst,84010,2017-12-13,2018-01-15,CERTIFIED,NEW BRUNSWICK,NJ
5217,propelsys technologies llc,Data Analyst,82326,2017-12-13,2017-12-13,CERTIFIED,RESTON,VA
5218,icahn school of medicine at mount sinai,Senior Data Analyst,76220,2017-12-13,2018-02-01,CERTIFIED,NEW YORK,NY
5219,capgemini america inc,Data Analyst,65998,2017-12-14,2017-12-18,CERTIFIED,TROY,MI
5220,uber technologies inc,Senior Data Analyst,145000,2017-12-15,2017-12-21,CERTIFIED,SAN FRANCISCO,CA
5221,blue cross and blue shield of kansas city,Data Analyst,74000,2017-12-15,2017-12-20,CERTIFIED,KANSAS CITY,MO
5222,eab global inc,Associate Data Analyst,54870,2017-12-15,2017-12-25,CERTIFIED,BLOOMINGTON,MN
5223,american institutes for research,Associate Data Analyst,69576,2017-12-18,2018-06-19,CERTIFIED,WASHINGTON,DC
5224,american institutes for research,Associate Data Analyst,69576,2017-12-18,2018-06-19,CERTIFIED,WASHINGTON,DC
5225,inovalon inc,Senior Data Analyst,78096,2017-12-18,2018-06-15,CERTIFIED,BOWIE,MD
5226,koncert it solutions llc,Data Analyst,129800,2017-12-19,2018-01-02,CERTIFIED,CINCINNATI,OH
5227,surveymonkey inc,Data Analyst,95000,2017-12-19,2018-01-03,CERTIFIED,SAN MATEO,CA
5228,sarkit inc,Data Analyst,80000,2017-12-20,2018-01-03,CERTIFIED,OMAHA,NE
5229,ebay inc,Data Analyst,105000,2017-12-20,2018-06-15,CERTIFIED,BELLEVUE,WA
5230,design laboratory inc,Data Analyst,105000,2017-12-20,2017-12-27,WITHDRAWN,BELLEVUE,WA
5231,capgemini america inc,Senior Data Analyst,88317,2017-12-21,2017-12-26,CERTIFIED,NEW YORK CITY,NY
5232,carscom,Senior Data Analyst,90000,2017-12-21,2018-01-01,WITHDRAWN,CHICAGO,IL
5233,carscom,Senior Data Analyst,90000,2017-12-21,2018-01-01,CERTIFIED,CHICAGO,IL
5234,luxoft usa inc,Data Analyst,88000,2017-12-21,2018-03-14,CERTIFIED,KIRKLAND,WA
5235,orpine inc,Data Analyst,84718,2017-12-21,2017-12-21,CERTIFIED,BELLEVUE,WA
5236,ipivot llc,Data Analyst,76000,2017-12-21,2017-12-28,CERTIFIED,CINCINNATI,OH
5237,stonebridge consulting group llc,Lead Data Analyst,102000,2017-12-22,2017-12-22,CERTIFIED,WARREN,NJ
5238,design laboratory inc,Data Analyst,105000,2017-12-22,2017-12-27,CERTIFIED,BELLEVUE,WA
5239,capgemini america inc,Data Analyst,78083,2017-12-24,2017-12-26,CERTIFIED,NEWARK,NJ
5240,capgemini america inc (legacy capgemini financial services inc),Data Analyst,88393,2017-12-26,2018-04-05,CERTIFIED,RIVERWOODS,IL
5241,clariont inc,Data Analyst,79500,2017-12-27,2018-01-22,CERTIFIED,PHILADELPHIA,PA
5242,clariont inc,Data Analyst,79500,2017-12-27,2018-01-22,CERTIFIED,PHILADELPHIA,PA
5243,benefits science llc,Data Analyst,72000,2017-12-27,2018-01-01,CERTIFIED,BOSTON,MA
5244,oklahoma medical research foundation,Senior Data Analyst,52998,2017-12-28,2018-01-19,CERTIFIED,OKLAHOMA CITY,OK
5245,starpoint solutions llc a yoh services llc company,Data Analyst,80000,2017-12-28,2018-01-08,CERTIFIED,BOSTON,MA
5246,financial recovery group inc,Data Analyst,63128,2017-12-29,2018-01-15,CERTIFIED,SUNRISE,FL
5247,financial recovery group inc,Data Analyst,75900,2017-12-29,2018-01-15,CERTIFIED,SUNRISE,FL
