,employer,title,salary,submitDate,startDate,caseStatus,city,state
0,seagate us llc,Senior Data Analyst,95160,2015-01-07,2015-02-01,CERTIFIED,BLOOMINGTON,MN
1,fidelity service company inc,Senior Data Analyst,85571,2015-01-08,2015-06-24,CERTIFIED,WESTLAKE,TX
2,canvas infotech inc,Data Analyst,56971,2015-01-12,2015-01-12,CERTIFIED,CAMINO RAMON,"SAN RAMON,"
3,capital one services llc,Senior Data Analyst,84136,2015-01-13,2015-03-13,CERTIFIED,MCLEAN,VA
4,capital one services llc,Principal Data Analyst,89000,2015-01-14,2015-01-26,CERTIFIED,PLANO,TX
5,bell info solutions llc,Data Analyst,67700,2015-01-15,2015-01-15,CERTIFIED,STERLING,VA
6,capital one sharebuilder inc,Senior Data Analyst,65000,2015-01-16,2015-02-02,CERTIFIED,MCLEAN,VA
7,jones lang lasalle americas inc,Senior Data Analyst,80350,2015-01-20,2015-01-27,CERTIFIED,CHICAGO,IL
8,jones lang lasalle americas inc,Senior Data Analyst,80350,2015-01-20,2015-01-27,WITHDRAWN,CHICAGO,IL
9,hanusoft inc,Data Analyst,60000,2015-01-21,2015-05-13,CERTIFIED,RICHMOND,VA
10,msci inc,Associate Data Analyst,54434,2015-01-22,2015-07-15,CERTIFIED,NORMAN,OK
11,msci inc,Associate Data Analyst,56900,2015-01-22,2015-07-15,CERTIFIED,NORMAN,OK
12,dean health systems inc,Data Analyst,60000,2015-01-22,2015-07-15,CERTIFIED,MADISON,WI
13,capital one services llc,Senior Data Analyst,77700,2015-01-23,2015-02-02,CERTIFIED,PLANO,TX
14,storm8 inc,Data Analyst,90000,2015-01-24,2015-07-15,CERTIFIED,REDWOOD CITY,CA
15,davita inc,Senior Data Analyst,90000,2015-01-25,2015-02-01,CERTIFIED,EL SEGUNDO,CA
16,texas ezpawn lp,Data Analyst,75000,2015-01-26,2015-02-02,CERTIFIED,AUSTIN,TX
17,capital one services llc,Senior Data Analyst,70000,2015-01-26,2015-07-20,CERTIFIED,RICHMOND,VA
18,capital one services llc,Senior Data Analyst,70000,2015-01-26,2015-07-20,CERTIFIED,GLEN ALLEN,VA
19,capital one national association,Senior Data Analyst,84136,2015-01-26,2015-07-22,CERTIFIED,MCLEAN,VA
20,lyft inc,Data Analyst,95000,2015-01-26,2015-02-01,CERTIFIED,SAN FRANCISCO,CA
21,capital one national association,Senior Data Analyst,61500,2015-01-27,2015-07-24,CERTIFIED,WILMINGTON,DE
22,capital one national association,Senior Data Analyst,84136,2015-01-27,2015-07-24,CERTIFIED,MCLEAN,VA
23,capital one services llc,Senior Data Analyst,65000,2015-01-28,2015-07-26,CERTIFIED,MCLEAN,VA
24,capital one national association,Senior Data Analyst,77700,2015-01-28,2015-07-25,WITHDRAWN,PLANO,TX
25,capital one national association,Senior Data Analyst,65000,2015-01-29,2015-07-26,CERTIFIED,MCLEAN,VA
26,machine zone inc,Data Analyst,93974,2015-01-29,2015-02-05,CERTIFIED,PALO ALTO,CA
27,capital one services llc,Principal Data Analyst,99300,2015-01-29,2015-07-30,CERTIFIED,ARLINGTON,VA
28,capital one national association,Senior Data Analyst,77700,2015-01-29,2015-07-29,CERTIFIED,WILMINGTON,DE
29,capital one national association,Principal Data Analyst,62000,2015-01-29,2015-07-30,CERTIFIED,WILMINGTON,DE
30,capital one services ii llc,Senior Data Analyst,65000,2015-01-29,2015-07-29,CERTIFIED,ROLLING MEADOWS,IL
31,the college of william and mary,Data Analyst,56225,2015-01-29,2015-02-25,CERTIFIED,WILLIAMSBURG,VA
32,capital one national association,Senior Data Analyst,84136,2015-01-29,2015-07-26,CERTIFIED,MCLEAN,VA
33,capital one services llc,Principal Data Analyst,94000,2015-01-30,2015-07-20,CERTIFIED,NEW YORK,NY
34,capital one services llc,Senior Data Analyst,77700,2015-01-30,2015-02-23,CERTIFIED,PLANO,TX
35,capital one national association,Senior Data Analyst,77700,2015-02-02,2015-07-27,CERTIFIED,WILMINGTON,DE
36,steve silver co,Data Analyst,46946,2015-02-02,2015-08-03,CERTIFIED,FORNEY,TX
37,capital one services llc,Senior Data Analyst,65000,2015-02-02,2015-08-01,WITHDRAWN,PLANO,TX
38,ibm india private limited,Data Analyst,64043,2015-02-02,2015-08-02,CERTIFIED,PORTLAND,OR
39,capital one services llc,Senior Data Analyst,65000,2015-02-02,2015-07-27,CERTIFIED,PLANO,TX
40,wonderbox technologies llc,Data Analyst,67500,2015-02-02,2015-02-15,CERTIFIED,SAN ANTONIO,TX
41,aig property casualty company,Senior Data Analyst,97000,2015-02-02,2015-02-09,CERTIFIED,ATLANTA,GA
42,capital one services ii llc,Senior Data Analyst,91700,2015-02-03,2015-07-26,CERTIFIED,SAN FRANCISCO,CA
43,capital one national association,Senior Data Analyst,77700,2015-02-03,2015-08-01,CERTIFIED,WILMINGTON,DE
44,capital one services ii llc,Senior Data Analyst,106600,2015-02-03,2015-02-23,CERTIFIED,SAN FRANCISCO,CA
45,capital one national association,Senior Data Analyst,62000,2015-02-03,2015-02-16,CERTIFIED,WILMINGTON,DE
46,estrada consulting inc,Data Analyst,67150,2015-02-04,2015-08-04,CERTIFIED,SACRAMENTO,CA
47,bell info solutions llc,Data Analyst,60000,2015-02-04,2015-02-04,CERTIFIED,FRISCO,TX
48,steve silver co,Data Analyst,52620,2015-02-04,2015-08-06,CERTIFIED,FORNEY,TX
49,capital one services llc,Senior Data Analyst,65000,2015-02-04,2015-08-03,CERTIFIED,PLANO,TX
50,capital one services llc,Senior Data Analyst,77700,2015-02-04,2015-08-03,CERTIFIED,PLANO,TX
51,estrada consulting inc,Data Analyst,67150,2015-02-04,2015-08-04,CERTIFIED,SACRAMENTO,CA
52,estrada consulting inc,Data Analyst,67150,2015-02-04,2015-08-04,CERTIFIED,SACRAMENTO,CA
53,capital one services ii llc,Senior Data Analyst,94000,2015-02-04,2015-08-03,CERTIFIED,NEW YORK,NY
54,clinpharma consulting global group llc,Data Analyst,63500,2015-02-05,2015-02-18,CERTIFIED,WOODCLIFF LAKE,NJ
55,capital one sharebuilder inc,Senior Data Analyst,84136,2015-02-05,2015-08-06,CERTIFIED,MCLEAN,VA
56,capital one services llc,Senior Data Analyst,84500,2015-02-05,2015-08-03,CERTIFIED,MCLEAN,VA
57,infosys solutions inc,Data Analyst,60000,2015-02-05,2015-07-14,CERTIFIED,ALPHARETTA,GA
58,socialight analytics inc,Data Analyst,80000,2015-02-06,2015-02-23,CERTIFIED,NEW YORK,NY
59,mastech inc a mastech holdings inc company,Data Analyst,61381,2015-02-06,2015-02-06,CERTIFIED,PASADENA,CA
60,mastech inc a mastech holdings inc company,Data Analyst,61381,2015-02-06,2015-08-05,CERTIFIED,PASADENA,CA
61,waynsys inc,Data Analyst,72000,2015-02-09,2015-08-09,CERTIFIED,BROOKLYN PARK,MN
62,elan technologies inc,Data Analyst,65000,2015-02-09,2015-02-09,CERTIFIED,AUSTIN,TX
63,spireon inc,Data Analyst,100000,2015-02-10,2015-03-02,CERTIFIED,IRVINE,CA
64,trueblue inc,Data Analyst,65000,2015-02-10,2015-08-09,CERTIFIED,TACOMA,WA
65,estrada consulting inc,Data Analyst,65000,2015-02-10,2015-08-11,CERTIFIED,SACRAMENTO,CA
66,aig pc global services inc,Senior Data Analyst,127000,2015-02-10,2015-02-16,CERTIFIED,BERKELEY HEIGHTS,NJ
67,vedicsoft solutions llc,Data Analyst,74776,2015-02-10,2015-02-23,CERTIFIED,HERNDON,VA
68,demand media inc,Data Analyst,90000,2015-02-10,2015-03-09,CERTIFIED,SANTA MONICA,CA
69,demand media inc,Data Analyst,90000,2015-02-10,2015-03-09,CERTIFIED,SANTA MONICA,CA
70,demand media inc,Data Analyst,90000,2015-02-10,2015-03-09,CERTIFIED,SANTA MONICA,CA
71,demand media inc,Data Analyst,90000,2015-02-10,2015-03-09,CERTIFIED,SANTA MONICA,CA
72,capital one services ii llc,Principal Data Analyst,99300,2015-02-11,2015-08-08,CERTIFIED,ROLLING MEADOWS,IL
73,capital one services llc,Senior Data Analyst,65000,2015-02-11,2015-08-06,CERTIFIED,PLANO,TX
74,fishing partnership support services,Data Analyst,48000,2015-02-11,2015-08-13,CERTIFIED,BURLINGTON,MA
75,trueblue inc,Data Analyst,65000,2015-02-11,2015-08-09,CERTIFIED,TACOMA,WA
76,capital one services llc,Principal Data Analyst,70000,2015-02-11,2015-08-08,CERTIFIED,RICHMOND,VA
77,nitai partners inc,Data Analyst,75000,2015-02-11,2015-08-01,CERTIFIED,"PITTSBURGH,",PA
78,trustees of the estate of bernice pauahi bishop,Data Analyst,64063,2015-02-13,2015-08-15,CERTIFIED,HONOLULU,HI
79,verisk health inc,Data Analyst,60000,2015-02-13,2015-08-13,CERTIFIED,EDEN PRAIRIE,MN
80,mapfre usa corp,Data Analyst,65750,2015-02-13,2015-08-01,CERTIFIED,WEBSTER,MA
81,verisk health inc,Data Analyst,60000,2015-02-13,2015-08-13,CERTIFIED,EDEN PRAIRIE,MN
82,verisk health inc,Data Analyst,55000,2015-02-13,2015-08-13,CERTIFIED,RICHMOND,VA
83,gfk custom research llc,Data Analyst,61000,2015-02-13,2015-03-12,CERTIFIED,BOSTON,MA
84,zynga inc,Data Analyst,110000,2015-02-13,2015-02-19,CERTIFIED,SAN FRANCISCO,CA
85,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,PLANO,TX
86,wonderbox technologies llc,Data Analyst,55000,2015-02-16,2015-08-16,CERTIFIED,MEQUON,WI
87,tenazx inc,Data Analyst,75500,2015-02-16,2015-02-21,CERTIFIED,SAN RAMON,CA
88,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,FORT WASHINGTON,PA
89,bell info solutions llc,Data Analyst,61900,2015-02-16,2015-08-06,CERTIFIED,SACRAMENTO,CA
90,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,ROLLING MEADOWS,IL
91,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,PLANO,TX
92,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,WITHDRAWN,PLANO,TX
93,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,CARY,NC
94,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,PLANO,TX
95,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,ROLLING MEADOWS,IL
96,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,ROLLING MEADOWS,IL
97,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,PLANO,TX
98,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,HENRICO,VA
99,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,HENRICO,VA
100,rule 14 llc,Data Analyst,70000,2015-02-16,2015-08-15,CERTIFIED,SANTA MONICA,CA
101,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,PLANO,TX
102,bell info solutions llc,Data Analyst,60000,2015-02-16,2015-08-06,CERTIFIED,ROLLING MEADOWS,IL
103,capital one services llc,Senior Data Analyst,70000,2015-02-17,2015-08-06,CERTIFIED,RICHMOND,VA
104,logicatechinc,Data Analyst,55000,2015-02-17,2015-03-02,CERTIFIED,RICHMOND,VA
105,bened software services inc,Data Analyst,62000,2015-02-17,2015-02-18,CERTIFIED,WEST DES MOINES,IA
106,capital one services llc,Senior Data Analyst,65000,2015-02-17,2015-08-10,CERTIFIED,MCLEAN,VA
107,capital one national association,Senior Data Analyst,77700,2015-02-17,2015-03-11,CERTIFIED,WILMINGTON,DE
108,flydata inc,Data Analyst,53206,2015-02-18,2015-08-18,CERTIFIED,MOUNTAIN VIEW,CA
109,title source inc,Data Analyst,64834,2015-02-18,2015-08-15,CERTIFIED,DETROIT,MI
110,capital one national association,Senior Data Analyst,62000,2015-02-18,2015-02-23,CERTIFIED,WILMINGTON,DE
111,capital one national association,Principal Data Analyst,90300,2015-02-18,2015-03-02,CERTIFIED,WILMINGTON,DE
112,alpha clinical systems inc,Data Analyst,67000,2015-02-19,2015-08-18,CERTIFIED,PISCATAWAY,NJ
113,idb admins inc,Data Analyst,56014,2015-02-19,2015-02-19,CERTIFIED,DES MOINES,IA
114,acadia technologies inc,Data Analyst,60000,2015-02-19,2015-08-01,CERTIFIED,BLOOMINGTON,MN
115,ibm india private limited,Data Analyst,64043,2015-02-19,2015-08-19,CERTIFIED,PORTLAND,OR
116,demand media inc,Data Analyst,90000,2015-02-19,2015-03-09,CERTIFIED,SANTA MONICA,CA
117,capital one services llc,Senior Data Analyst,74000,2015-02-19,2015-08-11,CERTIFIED,RICHMOND,VA
118,comsort inc,Data Analyst,65000,2015-02-19,2015-03-09,CERTIFIED,HUNT VALLEY,MD
119,experts exchange llc,Data Analyst,48000,2015-02-19,2015-08-20,CERTIFIED,SAN LUIS OBISPO,CA
120,demand media inc,Data Analyst,90000,2015-02-19,2015-03-09,CERTIFIED,SANTA MONICA,CA
121,new york university school of medicine,Senior Data Analyst,72000,2015-02-19,2015-04-08,CERTIFIED,NEW YORK,NY
122,humanumeric llc,Data Analyst,55000,2015-02-20,2015-08-01,CERTIFIED,VOLENTE,TX
123,siri infosolutions inc,Data Analyst,72000,2015-02-20,2015-08-20,CERTIFIED,WINSTON-SALEM,NC
124,amazon,Data Analyst,60000,2015-02-20,2015-08-19,CERTIFIED,SEATTLE,WA
125,comscore inc,Data Analyst,65000,2015-02-20,2015-08-20,CERTIFIED,RESTON,VA
126,capital one national association,Senior Data Analyst,77700,2015-02-20,2015-03-11,CERTIFIED,GLEN ALLEN,VA
127,bell info solutions llc,Data Analyst,67700,2015-02-20,2015-08-10,CERTIFIED,STERLING,VA
128,title source inc,Data Analyst,64834,2015-02-20,2015-08-21,CERTIFIED,DETROIT,MI
129,the national head start association,Data Analyst,58781,2015-02-20,2015-08-11,CERTIFIED,ALEXANDRIA,VA
130,intuit inc,Data Analyst,69784,2015-02-20,2015-08-18,CERTIFIED,MOUNTAIN VIEW,CA
131,capital one national association,Senior Data Analyst,77700,2015-02-20,2015-08-18,CERTIFIED,WILMINGTON,DE
132,siri infosolutions inc,Data Analyst,72000,2015-02-20,2015-08-20,CERTIFIED,HONOLULU,HI
133,comscore inc,Data Analyst,65000,2015-02-20,2015-08-20,CERTIFIED,RESTON,VA
134,the trade desk inc,Data Analyst,85000,2015-02-23,2015-08-25,WITHDRAWN,NEW YORK,NY
135,comscore inc,Data Analyst,80000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
136,comscore inc,Data Analyst,65000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
137,homeaway inc,Senior Data Analyst,112000,2015-02-23,2015-03-09,CERTIFIED,AUSTIN,TX
138,capital one services llc,Senior Data Analyst,65000,2015-02-23,2015-08-06,CERTIFIED,PLANO,TX
139,comscore inc,Data Analyst,70000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
140,comscore inc,Data Analyst,70000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
141,heritage provider network inc,Data Analyst,65000,2015-02-23,2015-08-25,CERTIFIED,NORTHRIDGE,CA
142,comscore inc,Data Analyst,60000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
143,tek services llc,Data Analyst,51958,2015-02-23,2015-08-23,CERTIFIED,OMAHA,NE
144,comscore inc,Data Analyst,60000,2015-02-23,2015-08-23,CERTIFIED,RESTON,VA
145,the allant group,Data Analyst,65000,2015-02-23,2015-08-21,CERTIFIED,BURLINGTON,MA
146,quadrant 4 system corporation,Data Analyst,60000,2015-02-24,2015-08-24,CERTIFIED,SKILLMEN,NJ
147,capital one services llc,Senior Data Analyst,70000,2015-02-24,2015-08-21,WITHDRAWN,RICHMOND,VA
148,expedia inc,Data Analyst,63274,2015-02-24,2015-08-16,CERTIFIED,BELLEVUE,WA
149,tradeweb markets llc,Data Analyst,65000,2015-02-24,2015-08-06,CERTIFIED,JERSEY CITY,NJ
150,the allant group,Data Analyst,80000,2015-02-24,2015-08-25,DENIED,NAPERVILLE,IL
151,the allant group,Data Analyst,75000,2015-02-24,2015-08-25,DENIED,BURLINGTON,MA
152,collaborate solutions inc,Data Analyst,55000,2015-02-24,2015-08-26,CERTIFIED,SHREWSBURY,MA
153,advanced network information inc,Data Analyst,52000,2015-02-24,2015-08-24,CERTIFIED,MOORISVILLE,NC
154,udemy inc,Data Analyst,69680,2015-02-24,2015-08-23,CERTIFIED,SAN FRANCISCO,CA
155,quadrant 4 system corporation,Data Analyst,70000,2015-02-24,2015-08-24,CERTIFIED,RENSSELAER,NY
156,fidelity service company inc,Principal Data Analyst,85571,2015-02-24,2015-03-02,CERTIFIED,WESTLAKE,TX
157,hr pundits inc,Data Analyst,68000,2015-02-24,2015-08-26,CERTIFIED,SCHAUMBURG,IL
158,simply hired inc,Data Analyst,66602,2015-02-25,2015-08-21,CERTIFIED,SUNNYVALE,CA
159,comscore inc,Data Analyst,80000,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
160,american unit inc,Data Analyst,65000,2015-02-25,2015-03-02,CERTIFIED,PHOENIX,AZ
161,comscore inc,Data Analyst,65000,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
162,comscore inc,Data Analyst,70096,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
163,vesta corporation,Data Analyst,76000,2015-02-25,2015-08-11,CERTIFIED,PORTLAND,OR
164,comscore inc,Data Analyst,60000,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
165,valence health inc,Data Analyst,58000,2015-02-25,2015-08-27,CERTIFIED,CHICAGO,IL
166,gfk boutique research llc,Data Analyst,61000,2015-02-25,2015-03-25,WITHDRAWN,BOSTON,MA
167,comscore inc,Data Analyst,77000,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
168,comscore inc,Data Analyst,70096,2015-02-25,2015-08-25,CERTIFIED,RESTON,VA
169,groupm worldwide llc,Data Analyst,65000,2015-02-26,2015-08-20,WITHDRAWN,NEW YORK,NY
170,capital one services llc,Senior Data Analyst,70000,2015-02-26,2015-08-21,CERTIFIED,RICHMOND,VA
171,groupm worldwide llc,Data Analyst,70000,2015-02-26,2015-08-20,WITHDRAWN,NEW YORK,NY
172,ulab inc,Data Analyst,60000,2015-02-26,2015-08-28,CERTIFIED,MCLEAN,VA
173,akvelon inc,Data Analyst,100000,2015-02-26,2015-03-01,CERTIFIED,REDMOND,WA
174,groupm worldwide llc,Data Analyst,72000,2015-02-26,2015-08-20,CERTIFIED,NEW YORK,NY
175,m&c saatchi mobile llp,Data Analyst,50000,2015-02-26,2015-08-25,CERTIFIED,NEW YORK,NY
176,groupm worldwide llc,Data Analyst,70000,2015-02-26,2015-08-20,CERTIFIED,NEW YORK,NY
177,groupm worldwide llc,Data Analyst,70000,2015-02-26,2015-08-20,CERTIFIED,NEW YORK,NY
178,capital one national association,Senior Data Analyst,70000,2015-02-26,2015-08-21,CERTIFIED,RICHMOND,VA
179,groupm worldwide llc,Data Analyst,70000,2015-02-26,2015-08-20,WITHDRAWN,NEW YORK,NY
180,capital one services llc,Senior Data Analyst,85500,2015-02-26,2015-08-21,CERTIFIED,MCLEAN,VA
181,quadrant 4 system corporation,Data Analyst,65000,2015-02-26,2015-08-26,CERTIFIED,CRANBURY,NJ
182,comscore inc,Data Analyst,65000,2015-02-26,2015-08-26,CERTIFIED,RESTON,VA
183,celerity it llc,Data Analyst,65000,2015-02-26,2015-08-25,CERTIFIED,ROCKVILLE,MD
184,datalab usa llc,Data Analyst,55000,2015-02-26,2015-08-24,CERTIFIED,GERMANTOWN,MD
185,groupm worldwide llc,Data Analyst,65000,2015-02-26,2015-08-20,CERTIFIED,NEW YORK,NY
186,groupm worldwide llc,Data Analyst,65000,2015-02-26,2015-08-20,CERTIFIED,NEW YORK,NY
187,groupm worldwide llc,Data Analyst,65000,2015-02-26,2015-08-21,CERTIFIED,NEW YORK,NY
188,groupm worldwide llc,Data Analyst,75000,2015-02-26,2015-08-21,CERTIFIED,NEW YORK,NY
189,super micro computers inc,Data Analyst,61526,2015-02-27,2015-08-27,CERTIFIED,SAN JOSE,CA
190,c-vision inc,Data Analyst,60000,2015-02-27,2015-08-26,CERTIFIED,TROY,MI
191,incept data solutions inc,Data Analyst,60000,2015-02-27,2015-08-29,CERTIFIED,PLANO,TX
192,edlio inc,Data Analyst,60000,2015-02-27,2015-08-27,CERTIFIED,LOS ANGELES,CA
193,the trade desk inc,Data Analyst,85000,2015-02-27,2015-08-29,CERTIFIED,NEW YORK,NY
194,inspur usa inc,Data Analyst,55980,2015-02-27,2015-08-27,CERTIFIED,BELLEVUE,WA
195,waynsys inc,Data Analyst,72000,2015-02-27,2015-08-27,CERTIFIED,RELEIGH,NC
196,ulab inc,Data Analyst,60000,2015-02-27,2015-08-29,CERTIFIED,RICHMOND,VA
197,c-vision inc,Data Analyst,60000,2015-02-27,2015-08-26,CERTIFIED,TROY,MI
198,ulab inc,Data Analyst,60000,2015-02-27,2015-08-29,CERTIFIED,RICHMOND,VA
199,thomas publishing company llc,Data Analyst,55000,2015-02-27,2015-08-19,CERTIFIED,NEW YORK,NY
200,capital one services ii llc,Senior Data Analyst,74000,2015-02-27,2015-08-25,CERTIFIED,WILMINGTON,DE
201,gfk boutique research llc,Data Analyst,61000,2015-02-27,2015-08-25,CERTIFIED,BOSTON,MA
202,pioneer consulting services llc,Data Analyst,96000,2015-02-27,2015-08-29,CERTIFIED,WINSTON SALEM,NC
203,ulab inc,Data Analyst,60000,2015-02-27,2015-08-29,CERTIFIED,RICHMOND,VA
204,bell info solutions llc,Data Analyst,60000,2015-02-28,2015-08-18,CERTIFIED,PLANO,TX
205,wizsolution llc,Data Analyst,63500,2015-02-28,2015-08-28,CERTIFIED,PRINCETON,NJ
206,wizsolution llc,Data Analyst,65000,2015-02-28,2015-08-28,CERTIFIED,PRINCETON,NJ
207,bell info solutions llc,Data Analyst,60000,2015-02-28,2015-08-18,CERTIFIED,RICHMOND,VA
208,futuretech consultants llc,Data Analyst,51958,2015-03-01,2015-08-31,CERTIFIED,NORCROSS,GA
209,bell info solutions llc,Data Analyst,60000,2015-03-02,2015-08-23,CERTIFIED,RICHMOND,VA
210,c-vision inc,Data Analyst,60000,2015-03-02,2015-08-29,CERTIFIED,TROY,MI
211,bell info solutions llc,Data Analyst,60000,2015-03-02,2015-08-23,CERTIFIED,RICHMOND,VA
212,skill sphere technologies llc,Data Analyst,60000,2015-03-02,2015-09-01,CERTIFIED,WOODCLIFF LAKE,NJ
213,focuskpi inc,Data Analyst,60000,2015-03-02,2015-09-01,CERTIFIED,SANTA CLARA,CA
214,altimetrik corp,Data Analyst,75046,2015-03-02,2015-09-01,CERTIFIED,FOSTER CITY,CA
215,comscore inc,Data Analyst,70096,2015-03-02,2015-09-01,CERTIFIED,RESTON,VA
216,general electric company,Data Analyst,80000,2015-03-02,2015-08-27,CERTIFIED,SAN RAMON,CA
217,technology insight corporation,Associate Data Analyst,49109,2015-03-02,2015-09-01,CERTIFIED,MARLBOROUGH,MA
218,inspur usa inc,Data Analyst,55980,2015-03-02,2015-08-26,CERTIFIED,BELLEVUE,WA
219,iq systems inc,Data Analyst,65000,2015-03-02,2015-09-01,CERTIFIED,FORTMILL,SC
220,concert tech corporation,Data Analyst,65000,2015-03-02,2015-09-01,CERTIFIED,BROOMFIELD,CO
221,bell info solutions llc,Data Analyst,67700,2015-03-02,2015-08-23,CERTIFIED,MCLEAN,VA
222,interactive data pricing & reference data inc,Data Analyst,70000,2015-03-02,2015-09-01,CERTIFIED,NEW YORK,NY
223,aviso inc,Senior Data Analyst,165000,2015-03-02,2015-09-01,WITHDRAWN,PALO ALTO,CA
224,expeditors international of washington inc,Data Analyst,50000,2015-03-02,2015-09-01,WITHDRAWN,SEATTLE,WA
225,focuskpi inc,Data Analyst,65550,2015-03-02,2015-09-01,CERTIFIED,SANTA CLARA,CA
226,inovalon inc,Senior Data Analyst,87194,2015-03-02,2015-09-01,CERTIFIED,BOWIE,MD
227,expeditors international of washington inc,Data Analyst,50000,2015-03-02,2015-09-01,CERTIFIED,SEATTLE,WA
228,cgs administrators llc,Data Analyst,70000,2015-03-03,2015-09-01,CERTIFIED,NASHVILLE,TN
229,crowd software consulting llc,Data Analyst,64418,2015-03-03,2015-09-02,CERTIFIED,IRVING,TX
230,microinfo inc,Data Analyst,60000,2015-03-03,2015-09-02,CERTIFIED,RIDGEFIELD PARK,NJ
231,financial recovery technologies llc,Data Analyst,52000,2015-03-03,2015-08-31,CERTIFIED,MEDFORD,MA
232,gremillion and pou and assoc inc,Senior Data Analyst,52000,2015-03-03,2015-09-01,CERTIFIED,SHREVEPORT,LA
233,we care recycling administration llc,Data Analyst,51000,2015-03-03,2015-09-01,CERTIFIED,HOFFMAN ESTATES,IL
234,capital one services llc,Senior Data Analyst,77700,2015-03-03,2015-03-16,CERTIFIED,RICHMOND,VA
235,thinkbrq,Data Analyst,80000,2015-03-03,2015-03-23,CERTIFIED,BETHPAGE,NY
236,prime art & jewel inc,Data Analyst,45140,2015-03-03,2015-09-02,CERTIFIED,DALLAS,TX
237,fidelity investments institutional operations company inc,Associate Data Analyst,48776,2015-03-03,2015-08-16,CERTIFIED,SMITHFIELD,RI
238,concur technologies inc,Data Analyst,90000,2015-03-03,2015-09-01,CERTIFIED,BELLEVUE,WA
239,olson+co inc,Senior Data Analyst,95000,2015-03-03,2015-03-10,CERTIFIED,MINNEAPOLIS,MN
240,chanjet information technology corporation,Data Analyst,90360,2015-03-03,2015-09-02,CERTIFIED,SUNNYVALE,CA
241,intent media inc,Data Analyst,50000,2015-03-03,2015-09-02,CERTIFIED,NEW YORK,NY
242,financial recovery technologies llc,Data Analyst,47000,2015-03-03,2015-09-01,CERTIFIED,MEDFORD,MA
243,international hobbycraft co,Data Analyst,36400,2015-03-03,2015-09-02,DENIED,NORTHBROOK,IL
244,mindspark interactive network inc,Data Analyst,62500,2015-03-03,2015-09-02,CERTIFIED,OAKLAND,CA
245,american unit inc,Data Analyst,65000,2015-03-04,2015-09-03,CERTIFIED,PHOENIX,AZ
246,capital one services llc,Senior Data Analyst,70000,2015-03-04,2015-08-26,CERTIFIED,RICHMOND,VA
247,benchmark education company llc,Data Analyst,50000,2015-03-04,2015-09-03,CERTIFIED,NEW ROCHELLE,NY
248,groupm worldwide llc,Data Analyst,65000,2015-03-04,2015-08-28,CERTIFIED,NEW YORK,NY
249,groupm worldwide llc,Data Analyst,65000,2015-03-04,2015-08-25,CERTIFIED,NEW YORK,NY
250,the allant group,Data Analyst,75000,2015-03-04,2015-08-25,CERTIFIED,BURLINGTON,MA
251,the strategic group pr llc,Data Analyst,45000,2015-03-04,2015-09-03,CERTIFIED,DORADO,PR
252,acnovate corporation,Data Analyst,67000,2015-03-04,2015-08-12,CERTIFIED,SANTA CLARA,CA
253,gravity media llc,Data Analyst,45000,2015-03-04,2015-08-31,CERTIFIED,NEW YORK,NY
254,mastech resourcing inc,Data Analyst,60736,2015-03-04,2015-03-04,CERTIFIED,PITTSBURGH,PA
255,mastech resourcing inc,Data Analyst,60736,2015-03-04,2015-03-04,CERTIFIED,PITTSBURGH,PA
256,akshat corporation,Data Analyst,55000,2015-03-04,2015-09-03,CERTIFIED,REDMOND,WA
257,mixaroo inc,Data Analyst,93974,2015-03-04,2015-09-03,CERTIFIED,PALO ALTO,CA
258,the allant group,Data Analyst,80000,2015-03-04,2015-08-25,CERTIFIED,NAPERVILLE,IL
259,comscore inc,Data Analyst,70000,2015-03-04,2015-09-03,CERTIFIED,RESTON,VA
